model,dataset,subset,horizon,ADE,FDE,baseline_ADE,baseline_FDE,improvement,ci_low,ci_high,episodes,alpha_mean,failure_prob,residual_mag,physical_validity
graph_attention_temporal_history_ablation,tgsim_i90,easy,25,0.509428,1.474505,0.507399,1.470148,-0.002964,,,1,0.03,0.547767,1.235196,1.0
graph_attention_temporal_history_ablation,tgsim_i90,easy,50,1.74692,4.008431,1.74692,4.008431,0.0,,,1,0.03,0.547767,1.235196,1.0
graph_attention_temporal_history_ablation,tgsim_i90,easy,100,3.274958,6.199596,3.376514,6.388728,0.029604,,,1,0.03,0.547767,1.235196,1.0
graph_attention_temporal_history_ablation,tgsim_i90,medium,1,0.00965,0.00965,0.00965,0.00965,0.0,0.0,0.0,2,0.03,0.508518,2.564124,1.0
graph_attention_temporal_history_ablation,tgsim_i90,medium,10,0.164315,0.432648,0.170639,0.445353,0.028528,-0.011633,0.055858,2,0.03,0.508518,2.564124,1.0
graph_attention_temporal_history_ablation,tgsim_i90,medium,25,0.951715,2.552054,0.992054,2.621675,0.026556,-0.010479,0.076279,2,0.03,0.508518,2.564124,1.0
graph_attention_temporal_history_ablation,tgsim_i90,medium,50,2.869926,6.569806,2.869926,6.569806,0.0,0.0,0.0,2,0.03,0.508518,2.564124,1.0
graph_attention_temporal_history_ablation,tgsim_i90,medium,100,5.977991,11.482625,6.096972,11.59791,0.00994,-0.014384,0.013677,2,0.03,0.508518,2.564124,1.0
graph_attention_temporal_history_ablation,tgsim_i90,hard,1,0.004946,0.004946,0.004946,0.004946,0.0,0.0,0.0,3,0.03,0.522654,1.91985,1.0
graph_attention_temporal_history_ablation,tgsim_i90,hard,10,0.078381,0.174791,0.078422,0.175549,0.00432,-0.1121,0.055285,3,0.03,0.522654,1.91985,1.0
graph_attention_temporal_history_ablation,tgsim_i90,hard,25,0.3635,0.976142,0.356899,0.958433,-0.018477,-0.131675,0.051762,3,0.03,0.522654,1.91985,1.0
graph_attention_temporal_history_ablation,tgsim_i90,hard,50,1.231282,3.381064,1.231282,3.381064,0.0,0.0,0.0,3,0.03,0.522654,1.91985,1.0
graph_attention_temporal_history_ablation,tgsim_i90,hard,100,4.185947,10.791981,4.197497,10.793798,0.000168,-0.011795,0.033441,3,0.03,0.522654,1.91985,1.0
graph_attention_temporal_history_ablation,tgsim_i90,extreme,1,0.009579,0.009579,0.009579,0.009579,0.0,,,1,0.03,0.477901,2.296924,1.0
graph_attention_temporal_history_ablation,tgsim_i90,extreme,10,0.071368,0.158156,0.069445,0.155181,-0.019174,,,1,0.03,0.477901,2.296924,1.0
graph_attention_temporal_history_ablation,tgsim_i90,extreme,25,0.293498,0.719992,0.259138,0.636217,-0.131675,,,1,0.03,0.477901,2.296924,1.0
graph_attention_temporal_history_ablation,tgsim_i90,extreme,50,0.930289,2.718497,0.930289,2.718497,0.0,,,1,0.03,0.477901,2.296924,1.0
graph_attention_temporal_history_ablation,tgsim_i90,extreme,100,3.771724,10.769572,3.717157,10.644025,-0.011795,,,1,0.03,0.477901,2.296924,1.0
graph_attention_temporal_history_ablation,trajnet,all,1,0.059189,0.059189,0.059189,0.059189,0.0,0.0,0.0,7,0.0,0.20407,1.716876,1.0
graph_attention_temporal_history_ablation,trajnet,all,10,0.82033,1.434586,0.82033,1.434586,0.0,0.0,0.0,7,0.0,0.20407,1.716876,1.0
graph_attention_temporal_history_ablation,trajnet,easy,1,0.077037,0.077037,0.077037,0.077037,0.0,0.0,0.0,4,0.0,0.223967,2.053017,1.0
graph_attention_temporal_history_ablation,trajnet,easy,10,0.729312,1.315717,0.729312,1.315717,0.0,0.0,0.0,4,0.0,0.223967,2.053017,1.0
graph_attention_temporal_history_ablation,trajnet,medium,1,0.013794,0.013794,0.013794,0.013794,0.0,0.0,0.0,2,0.0,0.243234,0.996332,1.0
graph_attention_temporal_history_ablation,trajnet,medium,10,0.778382,1.245864,0.778382,1.245864,0.0,0.0,0.0,2,0.0,0.243234,0.996332,1.0
graph_attention_temporal_history_ablation,trajnet,hard,1,0.078587,0.078587,0.078587,0.078587,0.0,,,1,0.0,0.046154,1.813395,1.0
graph_attention_temporal_history_ablation,trajnet,hard,10,1.268302,2.287502,1.268302,2.287502,0.0,,,1,0.0,0.046154,1.813395,1.0
nearest_neighbor_scalar_ablation,eth_ucy,all,1,0.084168,0.084168,0.084168,0.084168,0.0,0.0,0.0,6,0.14142,0.14192,0.662136,1.0
nearest_neighbor_scalar_ablation,eth_ucy,all,10,0.357596,0.619853,0.395439,0.713643,0.131425,-0.124559,0.188114,6,0.14142,0.14192,0.662136,1.0
nearest_neighbor_scalar_ablation,eth_ucy,easy,1,0.009014,0.009014,0.009014,0.009014,0.0,0.0,0.0,4,0.137162,0.137662,0.161484,1.0
nearest_neighbor_scalar_ablation,eth_ucy,easy,10,0.101344,0.184321,0.108017,0.197401,0.066263,-0.185855,0.137319,4,0.137162,0.137662,0.161484,1.0
nearest_neighbor_scalar_ablation,eth_ucy,medium,1,0.234475,0.234475,0.234475,0.234475,0.0,0.0,0.0,2,0.149936,0.150436,1.663438,1.0
nearest_neighbor_scalar_ablation,eth_ucy,medium,10,0.870099,1.490916,0.970284,1.746128,0.146159,-0.130289,0.368221,2,0.149936,0.150436,1.663438,1.0
nearest_neighbor_scalar_ablation,eth_ucy,extreme,1,0.20025,0.20025,0.20025,0.20025,0.0,,,1,0.240518,0.241018,2.289987,1.0
nearest_neighbor_scalar_ablation,eth_ucy,extreme,10,0.747206,1.223517,1.058601,1.936622,0.368221,,,1,0.240518,0.241018,2.289987,1.0
nearest_neighbor_scalar_ablation,tgsim,all,1,0.001326,0.001326,0.001326,0.001326,0.0,0.0,0.0,4,0.02,0.165696,0.49383,1.0
nearest_neighbor_scalar_ablation,tgsim,all,10,0.042997,0.112008,0.042997,0.112008,0.0,0.0,0.0,4,0.02,0.165696,0.49383,1.0
nearest_neighbor_scalar_ablation,tgsim,all,25,0.257363,0.75285,0.257363,0.75285,0.0,0.0,0.0,4,0.02,0.165696,0.49383,1.0
nearest_neighbor_scalar_ablation,tgsim,all,50,1.001305,2.666903,0.982001,2.62938,-0.014271,-0.098465,0.055384,4,0.02,0.165696,0.49383,1.0
nearest_neighbor_scalar_ablation,tgsim,all,100,2.66555,6.068337,2.659638,6.062032,-0.00104,-0.60715,0.21922,4,0.02,0.165696,0.49383,1.0
nearest_neighbor_scalar_ablation,tgsim,easy,1,0.000224,0.000224,0.000224,0.000224,0.0,0.0,0.0,2,0.02,0.016646,0.382339,1.0
nearest_neighbor_scalar_ablation,tgsim,easy,10,0.003985,0.010922,0.003985,0.010922,0.0,0.0,0.0,2,0.02,0.016646,0.382339,1.0
nearest_neighbor_scalar_ablation,tgsim,easy,25,0.012411,0.019863,0.012411,0.019863,0.0,0.0,0.0,2,0.02,0.016646,0.382339,1.0
nearest_neighbor_scalar_ablation,tgsim,easy,50,0.031431,0.078025,0.027277,0.069851,-0.117016,-0.126701,-0.027329,2,0.02,0.016646,0.382339,1.0
nearest_neighbor_scalar_ablation,tgsim,easy,100,0.066964,0.132873,0.064928,0.129012,-0.029929,-0.810903,0.292769,2,0.02,0.016646,0.382339,1.0
nearest_neighbor_scalar_ablation,tgsim,medium,1,0.000187,0.000187,0.000187,0.000187,0.0,,,1,0.02,0.029119,0.119895,1.0
nearest_neighbor_scalar_ablation,tgsim,medium,10,0.004072,0.00799,0.004072,0.00799,0.0,,,1,0.02,0.029119,0.119895,1.0
nearest_neighbor_scalar_ablation,tgsim,medium,25,0.006603,0.014695,0.006603,0.014695,0.0,,,1,0.02,0.029119,0.119895,1.0
nearest_neighbor_scalar_ablation,tgsim,medium,50,0.023153,0.077597,0.026358,0.08544,0.091797,,,1,0.02,0.029119,0.119895,1.0
nearest_neighbor_scalar_ablation,tgsim,medium,100,0.416843,3.010223,0.418916,3.022644,0.004109,,,1,0.02,0.029119,0.119895,1.0
nearest_neighbor_scalar_ablation,tgsim,hard,1,0.004669,0.004669,0.004669,0.004669,0.0,,,1,0.02,0.600375,1.090747,1.0
nearest_neighbor_scalar_ablation,tgsim,hard,10,0.159947,0.418199,0.159947,0.418199,0.0,,,1,0.02,0.600375,1.090747,1.0
nearest_neighbor_scalar_ablation,tgsim,hard,25,0.998028,2.956981,0.998028,2.956981,0.0,,,1,0.02,0.600375,1.090747,1.0
nearest_neighbor_scalar_ablation,tgsim,hard,50,3.919205,10.433968,3.847094,10.292379,-0.013757,,,1,0.02,0.600375,1.090747,1.0
nearest_neighbor_scalar_ablation,tgsim,hard,100,10.11143,20.997377,10.089779,20.967461,-0.001427,,,1,0.02,0.600375,1.090747,1.0
nearest_neighbor_scalar_ablation,tgsim,extreme,1,0.004669,0.004669,0.004669,0.004669,0.0,,,1,0.02,0.600375,1.090747,1.0
nearest_neighbor_scalar_ablation,tgsim,extreme,10,0.159947,0.418199,0.159947,0.418199,0.0,,,1,0.02,0.600375,1.090747,1.0
nearest_neighbor_scalar_ablation,tgsim,extreme,25,0.998028,2.956981,0.998028,2.956981,0.0,,,1,0.02,0.600375,1.090747,1.0
nearest_neighbor_scalar_ablation,tgsim,extreme,50,3.919205,10.433968,3.847094,10.292379,-0.013757,,,1,0.02,0.600375,1.090747,1.0
nearest_neighbor_scalar_ablation,tgsim,extreme,100,10.11143,20.997377,10.089779,20.967461,-0.001427,,,1,0.02,0.600375,1.090747,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,all,1,0.006646,0.006646,0.006646,0.006646,0.0,0.0,0.0,6,0.290668,0.483497,1.834829,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,all,10,0.111068,0.273595,0.11102,0.273352,-0.000889,-0.047262,0.013463,6,0.290668,0.483497,1.834829,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,all,25,0.602591,1.622608,0.593701,1.598133,-0.015315,-0.375151,0.102167,6,0.290668,0.483497,1.834829,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,all,50,1.608841,4.049546,1.863436,4.548539,0.109704,-0.287646,0.375101,6,0.290668,0.483497,1.834829,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,all,100,3.941381,8.831273,4.693825,10.327657,0.144891,0.057544,0.449381,6,0.290668,0.483497,1.834829,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,easy,1,0.005737,0.005737,0.005737,0.005737,0.0,,,1,0.316264,0.474119,2.156228,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,easy,10,0.092604,0.22914,0.089575,0.222759,-0.028644,,,1,0.316264,0.474119,2.156228,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,easy,25,0.583913,1.614702,0.507399,1.470148,-0.098326,,,1,0.316264,0.474119,2.156228,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,easy,50,1.107207,2.827851,1.74692,4.008431,0.294524,,,1,0.316264,0.474119,2.156228,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,easy,100,1.787222,4.277727,3.376514,6.388728,0.330426,,,1,0.316264,0.474119,2.156228,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,medium,1,0.00965,0.00965,0.00965,0.00965,0.0,0.0,0.0,2,0.298906,0.492249,1.717792,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,medium,10,0.16688,0.438013,0.170639,0.445353,0.016481,-0.007526,0.032818,2,0.298906,0.492249,1.717792,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,medium,25,0.896787,2.448211,0.992054,2.621675,0.066165,-0.050933,0.22338,2,0.298906,0.492249,1.717792,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,medium,50,2.391544,5.668065,2.869926,6.569806,0.137255,-0.032685,0.51521,2,0.298906,0.492249,1.717792,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,medium,100,5.699882,10.814899,6.096972,11.59791,0.067513,0.009908,0.442477,2,0.298906,0.492249,1.717792,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,hard,1,0.004946,0.004946,0.004946,0.004946,0.0,0.0,0.0,3,0.276644,0.480788,1.80572,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,hard,10,0.080014,0.178801,0.078422,0.175549,-0.018526,-0.083823,0.020322,3,0.276644,0.480788,1.80572,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,hard,25,0.412686,1.074842,0.356899,0.958433,-0.121458,-0.705125,0.092124,3,0.276644,0.480788,1.80572,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,hard,50,1.254249,3.377764,1.231282,3.381064,0.000976,-0.747713,0.311192,3,0.276644,0.480788,1.80572,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,hard,100,3.487099,9.026704,4.197497,10.793798,0.163714,-0.063469,0.631058,3,0.276644,0.480788,1.80572,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,extreme,1,0.009579,0.009579,0.009579,0.009579,0.0,,,1,0.270811,0.491109,2.261112,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,extreme,10,0.073781,0.162606,0.069445,0.155181,-0.047848,,,1,0.270811,0.491109,2.261112,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,extreme,25,0.472456,1.084831,0.259138,0.636217,-0.705125,,,1,0.270811,0.491109,2.261112,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,extreme,50,1.922166,4.751153,0.930289,2.718497,-0.747713,,,1,0.270811,0.491109,2.261112,1.0
nearest_neighbor_scalar_ablation,tgsim_i90,extreme,100,4.033157,11.319595,3.717157,10.644025,-0.063469,,,1,0.270811,0.491109,2.261112,1.0
nearest_neighbor_scalar_ablation,trajnet,all,1,0.059189,0.059189,0.059189,0.059189,0.0,0.0,0.0,7,0.0,0.317462,1.831521,1.0
nearest_neighbor_scalar_ablation,trajnet,all,10,0.82033,1.434586,0.82033,1.434586,0.0,0.0,0.0,7,0.0,0.317462,1.831521,1.0
nearest_neighbor_scalar_ablation,trajnet,easy,1,0.077037,0.077037,0.077037,0.077037,0.0,0.0,0.0,4,0.0,0.351908,2.157575,1.0
nearest_neighbor_scalar_ablation,trajnet,easy,10,0.729312,1.315717,0.729312,1.315717,0.0,0.0,0.0,4,0.0,0.351908,2.157575,1.0
nearest_neighbor_scalar_ablation,trajnet,medium,1,0.013794,0.013794,0.013794,0.013794,0.0,0.0,0.0,2,0.0,0.259187,1.098853,1.0
nearest_neighbor_scalar_ablation,trajnet,medium,10,0.778382,1.245864,0.778382,1.245864,0.0,0.0,0.0,2,0.0,0.259187,1.098853,1.0
nearest_neighbor_scalar_ablation,trajnet,hard,1,0.078587,0.078587,0.078587,0.078587,0.0,,,1,0.0,0.29623,1.992638,1.0
nearest_neighbor_scalar_ablation,trajnet,hard,10,1.268302,2.287502,1.268302,2.287502,0.0,,,1,0.0,0.29623,1.992638,1.0
no_interaction_ablation,eth_ucy,all,1,0.084168,0.084168,0.084168,0.084168,0.0,0.0,0.0,6,0.157657,0.133157,0.617395,1.0
no_interaction_ablation,eth_ucy,all,10,0.403258,0.710327,0.395439,0.713643,0.004648,-0.410387,0.17718,6,0.157657,0.133157,0.617395,1.0
no_interaction_ablation,eth_ucy,easy,1,0.009014,0.009014,0.009014,0.009014,0.0,0.0,0.0,4,0.152981,0.128481,0.073325,1.0
no_interaction_ablation,eth_ucy,easy,10,0.146674,0.274048,0.108017,0.197401,-0.388281,-0.532309,-0.001664,4,0.152981,0.128481,0.073325,1.0
no_interaction_ablation,eth_ucy,medium,1,0.234475,0.234475,0.234475,0.234475,0.0,0.0,0.0,2,0.167009,0.142509,1.705535,1.0
no_interaction_ablation,eth_ucy,medium,10,0.916427,1.582883,0.970284,1.746128,0.09349,-0.309887,0.417511,2,0.167009,0.142509,1.705535,1.0
no_interaction_ablation,eth_ucy,extreme,1,0.20025,0.20025,0.20025,0.20025,0.0,,,1,0.254345,0.229845,1.791009,1.0
no_interaction_ablation,eth_ucy,extreme,10,0.685992,1.128061,1.058601,1.936622,0.417511,,,1,0.254345,0.229845,1.791009,1.0
no_interaction_ablation,tgsim,all,1,0.001326,0.001326,0.001326,0.001326,0.0,0.0,0.0,4,0.02,0.165412,0.374073,1.0
no_interaction_ablation,tgsim,all,10,0.042997,0.112008,0.042997,0.112008,0.0,0.0,0.0,4,0.02,0.165412,0.374073,1.0
no_interaction_ablation,tgsim,all,25,0.257363,0.75285,0.257363,0.75285,0.0,0.0,0.0,4,0.02,0.165412,0.374073,1.0
no_interaction_ablation,tgsim,all,50,0.999117,2.662802,0.982001,2.62938,-0.012711,-0.055447,0.03692,4,0.02,0.165412,0.374073,1.0
no_interaction_ablation,tgsim,all,100,2.668491,6.078054,2.659638,6.062032,-0.002643,-0.421895,0.115504,4,0.02,0.165412,0.374073,1.0
no_interaction_ablation,tgsim,easy,1,0.000224,0.000224,0.000224,0.000224,0.0,0.0,0.0,2,0.02,0.016674,0.232939,1.0
no_interaction_ablation,tgsim,easy,10,0.003985,0.010922,0.003985,0.010922,0.0,0.0,0.0,2,0.02,0.016674,0.232939,1.0
no_interaction_ablation,tgsim,easy,25,0.012411,0.019863,0.012411,0.019863,0.0,0.0,0.0,2,0.02,0.016674,0.232939,1.0
no_interaction_ablation,tgsim,easy,50,0.028694,0.072646,0.027277,0.069851,-0.040009,-0.079869,0.017818,2,0.02,0.016674,0.232939,1.0
no_interaction_ablation,tgsim,easy,100,0.069587,0.137748,0.064928,0.129012,-0.067718,-0.562521,0.154746,2,0.02,0.016674,0.232939,1.0
no_interaction_ablation,tgsim,medium,1,0.000187,0.000187,0.000187,0.000187,0.0,,,1,0.02,0.027927,0.047365,1.0
no_interaction_ablation,tgsim,medium,10,0.004072,0.00799,0.004072,0.00799,0.0,,,1,0.02,0.027927,0.047365,1.0
no_interaction_ablation,tgsim,medium,25,0.006603,0.014695,0.006603,0.014695,0.0,,,1,0.02,0.027927,0.047365,1.0
no_interaction_ablation,tgsim,medium,50,0.024325,0.080632,0.026358,0.08544,0.056272,,,1,0.02,0.027927,0.047365,1.0
no_interaction_ablation,tgsim,medium,100,0.418463,3.022698,0.418916,3.022644,-1.8e-05,,,1,0.02,0.027927,0.047365,1.0
no_interaction_ablation,tgsim,hard,1,0.004669,0.004669,0.004669,0.004669,0.0,,,1,0.02,0.600372,0.983051,1.0
no_interaction_ablation,tgsim,hard,10,0.159947,0.418199,0.159947,0.418199,0.0,,,1,0.02,0.600372,0.983051,1.0
no_interaction_ablation,tgsim,hard,25,0.998028,2.956981,0.998028,2.956981,0.0,,,1,0.02,0.600372,0.983051,1.0
no_interaction_ablation,tgsim,hard,50,3.914757,10.425285,3.847094,10.292379,-0.012913,,,1,0.02,0.600372,0.983051,1.0
no_interaction_ablation,tgsim,hard,100,10.116327,21.014023,10.089779,20.967461,-0.002221,,,1,0.02,0.600372,0.983051,1.0
no_interaction_ablation,tgsim,extreme,1,0.004669,0.004669,0.004669,0.004669,0.0,,,1,0.02,0.600372,0.983051,1.0
no_interaction_ablation,tgsim,extreme,10,0.159947,0.418199,0.159947,0.418199,0.0,,,1,0.02,0.600372,0.983051,1.0
no_interaction_ablation,tgsim,extreme,25,0.998028,2.956981,0.998028,2.956981,0.0,,,1,0.02,0.600372,0.983051,1.0
no_interaction_ablation,tgsim,extreme,50,3.914757,10.425285,3.847094,10.292379,-0.012913,,,1,0.02,0.600372,0.983051,1.0
no_interaction_ablation,tgsim,extreme,100,10.116327,21.014023,10.089779,20.967461,-0.002221,,,1,0.02,0.600372,0.983051,1.0
no_interaction_ablation,tgsim_i90,all,1,0.006646,0.006646,0.006646,0.006646,0.0,0.0,0.0,6,0.341359,0.480607,1.830907,1.0
no_interaction_ablation,tgsim_i90,all,10,0.107636,0.266947,0.11102,0.273352,0.023433,-0.003851,0.035825,6,0.341359,0.480607,1.830907,1.0
no_interaction_ablation,tgsim_i90,all,25,0.493418,1.399116,0.593701,1.598133,0.124531,-0.122341,0.256467,6,0.341359,0.480607,1.830907,1.0
no_interaction_ablation,tgsim_i90,all,50,1.359965,3.39727,1.863436,4.548539,0.253107,-0.166496,0.619433,6,0.341359,0.480607,1.830907,1.0
no_interaction_ablation,tgsim_i90,all,100,3.821561,8.798161,4.693825,10.327657,0.148097,0.072888,0.467834,6,0.341359,0.480607,1.830907,1.0
no_interaction_ablation,tgsim_i90,easy,1,0.005737,0.005737,0.005737,0.005737,0.0,,,1,0.381587,0.516771,2.490543,1.0
no_interaction_ablation,tgsim_i90,easy,10,0.084946,0.214488,0.089575,0.222759,0.037131,,,1,0.381587,0.516771,2.490543,1.0
no_interaction_ablation,tgsim_i90,easy,25,0.307183,1.058303,0.507399,1.470148,0.280138,,,1,0.381587,0.516771,2.490543,1.0
no_interaction_ablation,tgsim_i90,easy,50,0.591112,1.614379,1.74692,4.008431,0.597254,,,1,0.381587,0.516771,2.490543,1.0
no_interaction_ablation,tgsim_i90,easy,100,1.737527,4.158791,3.376514,6.388728,0.349042,,,1,0.381587,0.516771,2.490543,1.0
no_interaction_ablation,tgsim_i90,medium,1,0.00965,0.00965,0.00965,0.00965,0.0,0.0,0.0,2,0.354749,0.495952,1.593446,1.0
no_interaction_ablation,tgsim_i90,medium,10,0.165781,0.435599,0.170639,0.445353,0.021903,0.003826,0.034205,2,0.354749,0.495952,1.593446,1.0
no_interaction_ablation,tgsim_i90,medium,25,0.870472,2.380587,0.992054,2.621675,0.09196,-0.02622,0.250626,2,0.354749,0.495952,1.593446,1.0
no_interaction_ablation,tgsim_i90,medium,50,2.379499,5.566751,2.869926,6.569806,0.152677,-0.087006,0.685742,2,0.354749,0.495952,1.593446,1.0
no_interaction_ablation,tgsim_i90,medium,100,5.748039,10.807017,6.096972,11.59791,0.068193,-0.011352,0.585966,2,0.354749,0.495952,1.593446,1.0
no_interaction_ablation,tgsim_i90,hard,1,0.004946,0.004946,0.004946,0.004946,0.0,0.0,0.0,3,0.319024,0.458322,1.769336,1.0
no_interaction_ablation,tgsim_i90,hard,10,0.076435,0.171998,0.078422,0.175549,0.020226,-0.023365,0.044791,3,0.319024,0.458322,1.769336,1.0
no_interaction_ablation,tgsim_i90,hard,25,0.304126,0.858406,0.356899,0.958433,0.104365,-0.412855,0.270744,3,0.319024,0.458322,1.769336,1.0
no_interaction_ablation,tgsim_i90,hard,50,0.936559,2.545247,1.231282,3.381064,0.247206,-0.671751,0.614712,3,0.319024,0.458322,1.769336,1.0
no_interaction_ablation,tgsim_i90,hard,100,3.23192,9.005381,4.197497,10.793798,0.165689,-0.032621,0.529232,3,0.319024,0.458322,1.769336,1.0
no_interaction_ablation,tgsim_i90,extreme,1,0.009579,0.009579,0.009579,0.009579,0.0,,,1,0.292735,0.439687,1.602879,1.0
no_interaction_ablation,tgsim_i90,extreme,10,0.069799,0.155529,0.069445,0.155181,-0.00224,,,1,0.292735,0.439687,1.602879,1.0
no_interaction_ablation,tgsim_i90,extreme,25,0.376925,0.898883,0.259138,0.636217,-0.412855,,,1,0.292735,0.439687,1.602879,1.0
no_interaction_ablation,tgsim_i90,extreme,50,1.813411,4.544649,0.930289,2.718497,-0.671751,,,1,0.292735,0.439687,1.602879,1.0
no_interaction_ablation,tgsim_i90,extreme,100,3.853235,10.991243,3.717157,10.644025,-0.032621,,,1,0.292735,0.439687,1.602879,1.0
no_interaction_ablation,trajnet,all,1,0.075111,0.075111,0.059189,0.059189,-0.269002,-0.24371,-0.054741,7,0.0505,0.316542,1.599718,1.0
no_interaction_ablation,trajnet,all,10,0.826981,1.43331,0.82033,1.434586,0.000889,-0.20228,0.024787,7,0.0505,0.316542,1.599718,1.0
no_interaction_ablation,trajnet,easy,1,0.098106,0.098106,0.077037,0.077037,-0.273487,-0.337569,-0.040577,4,0.0505,0.355739,1.975519,1.0
no_interaction_ablation,trajnet,easy,10,0.741817,1.314173,0.729312,1.315717,0.001174,-0.317038,0.034234,4,0.0505,0.355739,1.975519,1.0
no_interaction_ablation,trajnet,medium,1,0.018855,0.018855,0.013794,0.013794,-0.3669,-0.053735,-0.047482,2,0.0505,0.257383,0.86129,1.0
no_interaction_ablation,trajnet,medium,10,0.753226,1.194976,0.778382,1.245864,0.040845,-0.09648,0.045997,2,0.0505,0.257383,0.86129,1.0
no_interaction_ablation,trajnet,hard,1,0.095644,0.095644,0.078587,0.078587,-0.217049,,,1,0.0505,0.27807,1.573372,1.0
no_interaction_ablation,trajnet,hard,10,1.315149,2.386525,1.268302,2.287502,-0.043289,,,1,0.0505,0.27807,1.573372,1.0
