model,dataset,subset,horizon,ADE,FDE,baseline_ADE,baseline_FDE,improvement,ci_low,ci_high,episodes,alpha_mean,failure_probability,intervention_rate,false_intervention_rate,residual_magnitude
multiagent_only_v2,tgsim,metric,10,0.009559,0.022817,0.009847,0.023329,0.005126,-0.001603,0.017296,8,0.143093,0.235276,0.175,0.175,0.645517
multiagent_only_v2,tgsim,metric,25,3.35494,7.609803,3.348184,7.597211,-0.001657,-0.130814,0.00157,8,0.143093,0.235276,0.175,0.175,0.645517
multiagent_only_v2,tgsim,metric,50,5.605049,7.973965,5.511348,7.794749,-0.022992,-0.684399,-0.007852,8,0.143093,0.235276,0.175,0.175,0.645517
multiagent_only_v2,tgsim,metric,100,7.877969,13.93978,7.877969,13.93978,0.0,0.0,0.0,8,0.143093,0.235276,0.175,0.175,0.645517
multiagent_only_v2,tgsim_i90,all,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,all,10,0.184599,0.369523,0.183886,0.368381,-0.0031,-0.020727,0.01222,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,all,25,0.610743,1.440419,0.604443,1.430183,-0.007157,-0.021095,0.00697,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,all,50,1.771297,4.534357,1.764847,4.52605,-0.001835,-0.008966,0.005952,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,all,100,5.153292,12.626522,5.167149,12.629881,0.000266,-0.00811,0.007504,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,hard,1,0.055009,0.055009,0.055009,0.055009,0.0,0.0,0.0,2,0.447968,0.679963,0.7,0.3,1.625439
multiagent_only_v2,tgsim_i90,hard,10,0.234534,0.441788,0.23601,0.444763,0.00669,0.000903,0.019139,2,0.447968,0.679963,0.7,0.3,1.625439
multiagent_only_v2,tgsim_i90,hard,25,0.710037,1.641823,0.7099,1.641304,-0.000316,-0.007189,0.01169,2,0.447968,0.679963,0.7,0.3,1.625439
multiagent_only_v2,tgsim_i90,hard,50,2.017052,5.158221,2.017962,5.157442,-0.000151,-0.004401,0.005728,2,0.447968,0.679963,0.7,0.3,1.625439
multiagent_only_v2,tgsim_i90,hard,100,5.881538,14.306411,5.893878,14.324951,0.001294,-0.001351,0.003342,2,0.447968,0.679963,0.7,0.3,1.625439
multiagent_only_v2,tgsim_i90,extreme,1,0.018304,0.018304,0.018304,0.018304,0.0,0.0,0.0,2,0.49834,0.778752,0.8,0.0,1.482671
multiagent_only_v2,tgsim_i90,extreme,10,0.134664,0.297258,0.131762,0.291998,-0.018012,-0.027937,-0.008534,2,0.49834,0.778752,0.8,0.0,1.482671
multiagent_only_v2,tgsim_i90,extreme,25,0.51145,1.239016,0.498986,1.219062,-0.016368,-0.02647,-0.004969,2,0.49834,0.778752,0.8,0.0,1.482671
multiagent_only_v2,tgsim_i90,extreme,50,1.525542,3.910492,1.511733,3.894658,-0.004066,-0.013532,0.006176,2,0.49834,0.778752,0.8,0.0,1.482671
multiagent_only_v2,tgsim_i90,extreme,100,4.425046,10.946633,4.44042,10.934811,-0.001081,-0.011928,0.010456,2,0.49834,0.778752,0.8,0.0,1.482671
multiagent_only_v2,tgsim_i90,baseline_failure,1,0.01938,0.01938,0.01938,0.01938,0.0,0.0,0.0,3,0.502015,0.784373,0.8,0.0,1.464683
multiagent_only_v2,tgsim_i90,baseline_failure,10,0.136785,0.290471,0.135716,0.288765,-0.005906,-0.027937,0.019139,3,0.502015,0.784373,0.8,0.0,1.464683
multiagent_only_v2,tgsim_i90,baseline_failure,25,0.50063,1.21973,0.49422,1.211085,-0.007139,-0.02647,0.01169,3,0.502015,0.784373,0.8,0.0,1.464683
multiagent_only_v2,tgsim_i90,baseline_failure,50,1.536742,4.041339,1.531592,4.039046,-0.000568,-0.013532,0.006176,3,0.502015,0.784373,0.8,0.0,1.464683
multiagent_only_v2,tgsim_i90,baseline_failure,100,4.630295,11.470387,4.637173,11.456875,-0.001179,-0.011928,0.010456,3,0.502015,0.784373,0.8,0.0,1.464683
multiagent_only_v2,tgsim_i90,hardbench,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,hardbench,10,0.184599,0.369523,0.183886,0.368381,-0.0031,-0.020727,0.01222,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,hardbench,25,0.610743,1.440419,0.604443,1.430183,-0.007157,-0.021095,0.00697,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,hardbench,50,1.771297,4.534357,1.764847,4.52605,-0.001835,-0.008966,0.005952,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,hardbench,100,5.153292,12.626522,5.167149,12.629881,0.000266,-0.00811,0.007504,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,traffic,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,traffic,10,0.184599,0.369523,0.183886,0.368381,-0.0031,-0.020727,0.01222,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,traffic,25,0.610743,1.440419,0.604443,1.430183,-0.007157,-0.021095,0.00697,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,traffic,50,1.771297,4.534357,1.764847,4.52605,-0.001835,-0.008966,0.005952,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,traffic,100,5.153292,12.626522,5.167149,12.629881,0.000266,-0.00811,0.007504,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,inferred_only,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,inferred_only,10,0.184599,0.369523,0.183886,0.368381,-0.0031,-0.020727,0.01222,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,inferred_only,25,0.610743,1.440419,0.604443,1.430183,-0.007157,-0.021095,0.00697,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,inferred_only,50,1.771297,4.534357,1.764847,4.52605,-0.001835,-0.008966,0.005952,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,inferred_only,100,5.153292,12.626522,5.167149,12.629881,0.000266,-0.00811,0.007504,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,multi_agent,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,multi_agent,10,0.184599,0.369523,0.183886,0.368381,-0.0031,-0.020727,0.01222,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,multi_agent,25,0.610743,1.440419,0.604443,1.430183,-0.007157,-0.021095,0.00697,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,multi_agent,50,1.771297,4.534357,1.764847,4.52605,-0.001835,-0.008966,0.005952,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,multi_agent,100,5.153292,12.626522,5.167149,12.629881,0.000266,-0.00811,0.007504,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,verified_t50,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,verified_t50,10,0.184599,0.369523,0.183886,0.368381,-0.0031,-0.020727,0.01222,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,verified_t50,25,0.610743,1.440419,0.604443,1.430183,-0.007157,-0.021095,0.00697,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,verified_t50,50,1.771297,4.534357,1.764847,4.52605,-0.001835,-0.008966,0.005952,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,verified_t50,100,5.153292,12.626522,5.167149,12.629881,0.000266,-0.00811,0.007504,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,verified_t100,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,verified_t100,10,0.184599,0.369523,0.183886,0.368381,-0.0031,-0.020727,0.01222,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,verified_t100,25,0.610743,1.440419,0.604443,1.430183,-0.007157,-0.021095,0.00697,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,verified_t100,50,1.771297,4.534357,1.764847,4.52605,-0.001835,-0.008966,0.005952,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,verified_t100,100,5.153292,12.626522,5.167149,12.629881,0.000266,-0.00811,0.007504,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,metric,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,metric,10,0.184599,0.369523,0.183886,0.368381,-0.0031,-0.020727,0.01222,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,metric,25,0.610743,1.440419,0.604443,1.430183,-0.007157,-0.021095,0.00697,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,metric,50,1.771297,4.534357,1.764847,4.52605,-0.001835,-0.008966,0.005952,4,0.473154,0.729358,0.75,0.15,1.554055
multiagent_only_v2,tgsim_i90,metric,100,5.153292,12.626522,5.167149,12.629881,0.000266,-0.00811,0.007504,4,0.473154,0.729358,0.75,0.15,1.554055
scene_goal_v2,tgsim,all,1,0.000636,0.000636,0.000636,0.000636,0.0,0.0,0.0,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,all,10,0.009674,0.023038,0.009847,0.023329,0.002913,-0.004722,0.014807,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,all,25,3.36403,7.626684,3.348184,7.597211,-0.003879,-0.238498,-0.004907,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,all,50,5.530112,7.830587,5.511348,7.794749,-0.004598,-0.274788,-0.015305,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,all,100,7.882194,13.948016,7.877969,13.93978,-0.000591,-0.122508,0.001119,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,easy,1,0.000427,0.000427,0.000427,0.000427,0.0,0.0,0.0,2,0.02706,0.048825,0.0,0.0,0.298015
scene_goal_v2,tgsim,easy,10,0.006711,0.014989,0.006786,0.015132,0.001432,-0.000445,0.003308,2,0.02706,0.048825,0.0,0.0,0.298015
scene_goal_v2,tgsim,easy,25,0.017242,0.030932,0.018537,0.034109,0.031769,0.020332,0.043206,2,0.02706,0.048825,0.0,0.0,0.298015
scene_goal_v2,tgsim,easy,50,0.037127,0.082977,0.038184,0.084776,0.017987,-0.002122,0.038096,2,0.02706,0.048825,0.0,0.0,0.298015
scene_goal_v2,tgsim,easy,100,0.978295,4.925652,0.981646,4.934126,0.001717,0.001444,0.016567,2,0.02706,0.048825,0.0,0.0,0.298015
scene_goal_v2,tgsim,medium,1,0.000769,0.000769,0.000769,0.000769,0.0,0.0,0.0,5,0.117615,0.341948,0.24,0.24,0.857495
scene_goal_v2,tgsim,medium,10,0.01196,0.029238,0.012386,0.029977,0.007392,-0.001698,0.023381,5,0.117615,0.341948,0.24,0.24,0.857495
scene_goal_v2,tgsim,medium,25,5.37167,12.183019,5.348016,12.138897,-0.003635,-0.306994,-0.007287,5,0.117615,0.341948,0.24,0.24,0.857495
scene_goal_v2,tgsim,medium,50,8.825838,12.480735,8.799873,12.431497,-0.003961,-0.302075,-0.01502,5,0.117615,0.341948,0.24,0.24,0.857495
scene_goal_v2,tgsim,medium,100,12.210854,20.327564,12.205771,20.316957,-0.000522,-0.069047,-0.000566,5,0.117615,0.341948,0.24,0.24,0.857495
scene_goal_v2,tgsim,hard,1,0.00039,0.00039,0.00039,0.00039,0.0,,,1,0.030282,0.074816,0.0,0.0,1.350624
scene_goal_v2,tgsim,hard,10,0.004169,0.008136,0.003271,0.006484,-0.016517,,,1,0.030282,0.074816,0.0,0.0,1.350624
scene_goal_v2,tgsim,hard,25,0.019407,0.036509,0.008318,0.014984,-0.215249,,,1,0.030282,0.074816,0.0,0.0,1.350624
scene_goal_v2,tgsim,hard,50,0.037452,0.075068,0.015049,0.030954,-0.441143,,,1,0.030282,0.074816,0.0,0.0,1.350624
scene_goal_v2,tgsim,hard,100,0.04669,0.095,0.03161,0.065199,-0.298009,,,1,0.030282,0.074816,0.0,0.0,1.350624
scene_goal_v2,tgsim,hardbench,1,0.00039,0.00039,0.00039,0.00039,0.0,,,1,0.030282,0.074816,0.0,0.0,1.350624
scene_goal_v2,tgsim,hardbench,10,0.004169,0.008136,0.003271,0.006484,-0.016517,,,1,0.030282,0.074816,0.0,0.0,1.350624
scene_goal_v2,tgsim,hardbench,25,0.019407,0.036509,0.008318,0.014984,-0.215249,,,1,0.030282,0.074816,0.0,0.0,1.350624
scene_goal_v2,tgsim,hardbench,50,0.037452,0.075068,0.015049,0.030954,-0.441143,,,1,0.030282,0.074816,0.0,0.0,1.350624
scene_goal_v2,tgsim,hardbench,100,0.04669,0.095,0.03161,0.065199,-0.298009,,,1,0.030282,0.074816,0.0,0.0,1.350624
scene_goal_v2,tgsim,traffic,1,0.000636,0.000636,0.000636,0.000636,0.0,0.0,0.0,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,traffic,10,0.009674,0.023038,0.009847,0.023329,0.002913,-0.004722,0.014807,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,traffic,25,3.36403,7.626684,3.348184,7.597211,-0.003879,-0.238498,-0.004907,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,traffic,50,5.530112,7.830587,5.511348,7.794749,-0.004598,-0.274788,-0.015305,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,traffic,100,7.882194,13.948016,7.877969,13.93978,-0.000591,-0.122508,0.001119,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,inferred_only,1,0.000636,0.000636,0.000636,0.000636,0.0,0.0,0.0,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,inferred_only,10,0.009674,0.023038,0.009847,0.023329,0.002913,-0.004722,0.014807,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,inferred_only,25,3.36403,7.626684,3.348184,7.597211,-0.003879,-0.238498,-0.004907,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,inferred_only,50,5.530112,7.830587,5.511348,7.794749,-0.004598,-0.274788,-0.015305,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,inferred_only,100,7.882194,13.948016,7.877969,13.93978,-0.000591,-0.122508,0.001119,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,multi_agent,1,0.000636,0.000636,0.000636,0.000636,0.0,0.0,0.0,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,multi_agent,10,0.009674,0.023038,0.009847,0.023329,0.002913,-0.004722,0.014807,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,multi_agent,25,3.36403,7.626684,3.348184,7.597211,-0.003879,-0.238498,-0.004907,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,multi_agent,50,5.530112,7.830587,5.511348,7.794749,-0.004598,-0.274788,-0.015305,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,multi_agent,100,7.882194,13.948016,7.877969,13.93978,-0.000591,-0.122508,0.001119,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,verified_t50,1,0.000636,0.000636,0.000636,0.000636,0.0,0.0,0.0,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,verified_t50,10,0.009674,0.023038,0.009847,0.023329,0.002913,-0.004722,0.014807,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,verified_t50,25,3.36403,7.626684,3.348184,7.597211,-0.003879,-0.238498,-0.004907,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,verified_t50,50,5.530112,7.830587,5.511348,7.794749,-0.004598,-0.274788,-0.015305,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,verified_t50,100,7.882194,13.948016,7.877969,13.93978,-0.000591,-0.122508,0.001119,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,verified_t100,1,0.000636,0.000636,0.000636,0.000636,0.0,0.0,0.0,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,verified_t100,10,0.009674,0.023038,0.009847,0.023329,0.002913,-0.004722,0.014807,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,verified_t100,25,3.36403,7.626684,3.348184,7.597211,-0.003879,-0.238498,-0.004907,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,verified_t100,50,5.530112,7.830587,5.511348,7.794749,-0.004598,-0.274788,-0.015305,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,verified_t100,100,7.882194,13.948016,7.877969,13.93978,-0.000591,-0.122508,0.001119,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,metric,1,0.000636,0.000636,0.000636,0.000636,0.0,0.0,0.0,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,metric,10,0.009674,0.023038,0.009847,0.023329,0.002913,-0.004722,0.014807,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,metric,25,3.36403,7.626684,3.348184,7.597211,-0.003879,-0.238498,-0.004907,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,metric,50,5.530112,7.830587,5.511348,7.794749,-0.004598,-0.274788,-0.015305,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim,metric,100,7.882194,13.948016,7.877969,13.93978,-0.000591,-0.122508,0.001119,8,0.084059,0.235276,0.15,0.15,0.779266
scene_goal_v2,tgsim_i90,all,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.546096,0.729358,0.75,0.15,1.726944
scene_goal_v2,tgsim_i90,all,10,0.184799,0.369765,0.183886,0.368381,-0.003758,-0.020056,0.009931,4,0.546096,0.729358,0.75,0.15,1.726944
scene_goal_v2,tgsim_i90,all,25,0.613858,1.445948,0.604443,1.430183,-0.011023,-0.015769,-0.004086,4,0.546096,0.729358,0.75,0.15,1.726944
scene_goal_v2,tgsim_i90,all,50,1.786642,4.562632,1.764847,4.52605,-0.008083,-0.014135,0.002582,4,0.546096,0.729358,0.75,0.15,1.726944
scene_goal_v2,tgsim_i90,all,100,5.17613,12.674636,5.167149,12.629881,-0.003544,-0.01346,0.008276,4,0.546096,0.729358,0.75,0.15,1.726944
scene_goal_v2,tgsim_i90,hard,1,0.055009,0.055009,0.055009,0.055009,0.0,0.0,0.0,2,0.5193,0.679963,0.7,0.3,1.770837
scene_goal_v2,tgsim_i90,hard,10,0.234881,0.442193,0.23601,0.444763,0.005779,0.000765,0.016562,2,0.5193,0.679963,0.7,0.3,1.770837
scene_goal_v2,tgsim_i90,hard,25,0.716032,1.6536,0.7099,1.641304,-0.007491,-0.011643,-0.000239,2,0.5193,0.679963,0.7,0.3,1.770837
scene_goal_v2,tgsim_i90,hard,50,2.051848,5.227124,2.017962,5.157442,-0.013511,-0.015161,-0.011227,2,0.5193,0.679963,0.7,0.3,1.770837
scene_goal_v2,tgsim_i90,hard,100,5.93774,14.418431,5.893878,14.324951,-0.006526,-0.013133,-0.001411,2,0.5193,0.679963,0.7,0.3,1.770837
scene_goal_v2,tgsim_i90,extreme,1,0.018304,0.018304,0.018304,0.018304,0.0,0.0,0.0,2,0.572891,0.778752,0.8,0.0,1.683051
scene_goal_v2,tgsim_i90,extreme,10,0.134716,0.297337,0.131762,0.291998,-0.018284,-0.026996,-0.009964,2,0.572891,0.778752,0.8,0.0,1.683051
scene_goal_v2,tgsim_i90,extreme,25,0.511684,1.238296,0.498986,1.219062,-0.015777,-0.015912,-0.015626,2,0.572891,0.778752,0.8,0.0,1.683051
scene_goal_v2,tgsim_i90,extreme,50,1.521435,3.898141,1.511733,3.894658,-0.000894,-0.011055,0.008497,2,0.572891,0.778752,0.8,0.0,1.683051
scene_goal_v2,tgsim_i90,extreme,100,4.41452,10.930841,4.44042,10.934811,0.000363,-0.013786,0.015412,2,0.572891,0.778752,0.8,0.0,1.683051
scene_goal_v2,tgsim_i90,baseline_failure,1,0.01938,0.01938,0.01938,0.01938,0.0,0.0,0.0,3,0.575609,0.784373,0.8,0.0,1.675266
scene_goal_v2,tgsim_i90,baseline_failure,10,0.137036,0.290766,0.135716,0.288765,-0.006929,-0.026996,0.016562,3,0.575609,0.784373,0.8,0.0,1.675266
scene_goal_v2,tgsim_i90,baseline_failure,25,0.503203,1.224003,0.49422,1.211085,-0.010666,-0.015912,-0.000239,3,0.575609,0.784373,0.8,0.0,1.675266
scene_goal_v2,tgsim_i90,baseline_failure,50,1.546581,4.057565,1.531592,4.039046,-0.004585,-0.011227,0.008497,3,0.575609,0.784373,0.8,0.0,1.675266
