model,dataset,subset,horizon,ADE,FDE,baseline_ADE,baseline_FDE,improvement,ci_low,ci_high,episodes,alpha_mean,failure_probability,intervention_rate,false_intervention_rate,residual_magnitude
scene_goal_multiagent_v2,tgsim_i90,multi_agent,50,1.787058,4.563449,1.764847,4.52605,-0.008263,-0.014144,0.002309,4,0.546524,0.729358,0.75,0.15,1.728817
scene_goal_multiagent_v2,tgsim_i90,multi_agent,100,5.174374,12.671242,5.167149,12.629881,-0.003275,-0.01348,0.008268,4,0.546524,0.729358,0.75,0.15,1.728817
scene_goal_multiagent_v2,tgsim_i90,verified_t50,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.546524,0.729358,0.75,0.15,1.728817
scene_goal_multiagent_v2,tgsim_i90,verified_t50,10,0.184815,0.3698,0.183886,0.368381,-0.003853,-0.020493,0.009823,4,0.546524,0.729358,0.75,0.15,1.728817
scene_goal_multiagent_v2,tgsim_i90,verified_t50,25,0.61401,1.446259,0.604443,1.430183,-0.01124,-0.015902,-0.004532,4,0.546524,0.729358,0.75,0.15,1.728817
scene_goal_multiagent_v2,tgsim_i90,verified_t50,50,1.787058,4.563449,1.764847,4.52605,-0.008263,-0.014144,0.002309,4,0.546524,0.729358,0.75,0.15,1.728817
scene_goal_multiagent_v2,tgsim_i90,verified_t50,100,5.174374,12.671242,5.167149,12.629881,-0.003275,-0.01348,0.008268,4,0.546524,0.729358,0.75,0.15,1.728817
scene_goal_multiagent_v2,tgsim_i90,verified_t100,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.546524,0.729358,0.75,0.15,1.728817
scene_goal_multiagent_v2,tgsim_i90,verified_t100,10,0.184815,0.3698,0.183886,0.368381,-0.003853,-0.020493,0.009823,4,0.546524,0.729358,0.75,0.15,1.728817
scene_goal_multiagent_v2,tgsim_i90,verified_t100,25,0.61401,1.446259,0.604443,1.430183,-0.01124,-0.015902,-0.004532,4,0.546524,0.729358,0.75,0.15,1.728817
scene_goal_multiagent_v2,tgsim_i90,verified_t100,50,1.787058,4.563449,1.764847,4.52605,-0.008263,-0.014144,0.002309,4,0.546524,0.729358,0.75,0.15,1.728817
scene_goal_multiagent_v2,tgsim_i90,verified_t100,100,5.174374,12.671242,5.167149,12.629881,-0.003275,-0.01348,0.008268,4,0.546524,0.729358,0.75,0.15,1.728817
scene_goal_multiagent_v2,tgsim_i90,metric,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.546524,0.729358,0.75,0.15,1.728817
scene_goal_multiagent_v2,tgsim_i90,metric,10,0.184815,0.3698,0.183886,0.368381,-0.003853,-0.020493,0.009823,4,0.546524,0.729358,0.75,0.15,1.728817
scene_goal_multiagent_v2,tgsim_i90,metric,25,0.61401,1.446259,0.604443,1.430183,-0.01124,-0.015902,-0.004532,4,0.546524,0.729358,0.75,0.15,1.728817
scene_goal_multiagent_v2,tgsim_i90,metric,50,1.787058,4.563449,1.764847,4.52605,-0.008263,-0.014144,0.002309,4,0.546524,0.729358,0.75,0.15,1.728817
scene_goal_multiagent_v2,tgsim_i90,metric,100,5.174374,12.671242,5.167149,12.629881,-0.003275,-0.01348,0.008268,4,0.546524,0.729358,0.75,0.15,1.728817
topk_goal_diagnostic_v2,tgsim,all,1,0.000636,0.000636,0.000636,0.000636,0.0,0.0,0.0,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,all,10,0.009675,0.023044,0.009847,0.023329,0.002851,-0.004892,0.014901,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,all,25,3.367665,7.63377,3.348184,7.597211,-0.004812,-0.27809,-0.005869,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,all,50,5.511348,7.794749,5.511348,7.794749,0.0,0.0,0.0,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,all,100,7.882441,13.948632,7.877969,13.93978,-0.000635,-0.126308,0.002331,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,easy,1,0.000427,0.000427,0.000427,0.000427,0.0,0.0,0.0,2,0.024,0.048825,0.0,0.0,0.27733
topk_goal_diagnostic_v2,tgsim,easy,10,0.006712,0.014989,0.006786,0.015132,0.00143,-0.000409,0.00327,2,0.024,0.048825,0.0,0.0,0.27733
topk_goal_diagnostic_v2,tgsim,easy,25,0.01718,0.030737,0.018537,0.034109,0.033721,0.021722,0.04572,2,0.024,0.048825,0.0,0.0,0.27733
topk_goal_diagnostic_v2,tgsim,easy,50,0.038184,0.084776,0.038184,0.084776,0.0,0.0,0.0,2,0.024,0.048825,0.0,0.0,0.27733
topk_goal_diagnostic_v2,tgsim,easy,100,0.97821,4.925953,0.981646,4.934126,0.001656,0.001202,0.026365,2,0.024,0.048825,0.0,0.0,0.27733
topk_goal_diagnostic_v2,tgsim,medium,1,0.000769,0.000769,0.000769,0.000769,0.0,0.0,0.0,5,0.101887,0.341948,0.12,0.12,0.91206
topk_goal_diagnostic_v2,tgsim,medium,10,0.011958,0.029241,0.012386,0.029977,0.007364,-0.001835,0.023592,5,0.101887,0.341948,0.12,0.12,0.91206
topk_goal_diagnostic_v2,tgsim,medium,25,5.377341,12.194109,5.348016,12.138897,-0.004548,-0.359488,-0.008356,5,0.101887,0.341948,0.12,0.12,0.91206
topk_goal_diagnostic_v2,tgsim,medium,50,8.799873,12.431497,8.799873,12.431497,0.0,0.0,0.0,5,0.101887,0.341948,0.12,0.12,0.91206
topk_goal_diagnostic_v2,tgsim,medium,100,12.211251,20.328341,12.205771,20.316957,-0.00056,-0.079848,-0.000564,5,0.101887,0.341948,0.12,0.12,0.91206
topk_goal_diagnostic_v2,tgsim,hard,1,0.00039,0.00039,0.00039,0.00039,0.0,,,1,0.024,0.074816,0.0,0.0,1.387913
topk_goal_diagnostic_v2,tgsim,hard,10,0.004188,0.008171,0.003271,0.006484,-0.01687,,,1,0.024,0.074816,0.0,0.0,1.387913
topk_goal_diagnostic_v2,tgsim,hard,25,0.02025,0.038135,0.008318,0.014984,-0.231517,,,1,0.024,0.074816,0.0,0.0,1.387913
topk_goal_diagnostic_v2,tgsim,hard,50,0.015049,0.030954,0.015049,0.030954,0.0,,,1,0.024,0.074816,0.0,0.0,1.387913
topk_goal_diagnostic_v2,tgsim,hard,100,0.046855,0.095448,0.03161,0.065199,-0.30249,,,1,0.024,0.074816,0.0,0.0,1.387913
topk_goal_diagnostic_v2,tgsim,hardbench,1,0.00039,0.00039,0.00039,0.00039,0.0,,,1,0.024,0.074816,0.0,0.0,1.387913
topk_goal_diagnostic_v2,tgsim,hardbench,10,0.004188,0.008171,0.003271,0.006484,-0.01687,,,1,0.024,0.074816,0.0,0.0,1.387913
topk_goal_diagnostic_v2,tgsim,hardbench,25,0.02025,0.038135,0.008318,0.014984,-0.231517,,,1,0.024,0.074816,0.0,0.0,1.387913
topk_goal_diagnostic_v2,tgsim,hardbench,50,0.015049,0.030954,0.015049,0.030954,0.0,,,1,0.024,0.074816,0.0,0.0,1.387913
topk_goal_diagnostic_v2,tgsim,hardbench,100,0.046855,0.095448,0.03161,0.065199,-0.30249,,,1,0.024,0.074816,0.0,0.0,1.387913
topk_goal_diagnostic_v2,tgsim,traffic,1,0.000636,0.000636,0.000636,0.000636,0.0,0.0,0.0,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,traffic,10,0.009675,0.023044,0.009847,0.023329,0.002851,-0.004892,0.014901,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,traffic,25,3.367665,7.63377,3.348184,7.597211,-0.004812,-0.27809,-0.005869,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,traffic,50,5.511348,7.794749,5.511348,7.794749,0.0,0.0,0.0,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,traffic,100,7.882441,13.948632,7.877969,13.93978,-0.000635,-0.126308,0.002331,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,inferred_only,1,0.000636,0.000636,0.000636,0.000636,0.0,0.0,0.0,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,inferred_only,10,0.009675,0.023044,0.009847,0.023329,0.002851,-0.004892,0.014901,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,inferred_only,25,3.367665,7.63377,3.348184,7.597211,-0.004812,-0.27809,-0.005869,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,inferred_only,50,5.511348,7.794749,5.511348,7.794749,0.0,0.0,0.0,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,inferred_only,100,7.882441,13.948632,7.877969,13.93978,-0.000635,-0.126308,0.002331,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,multi_agent,1,0.000636,0.000636,0.000636,0.000636,0.0,0.0,0.0,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,multi_agent,10,0.009675,0.023044,0.009847,0.023329,0.002851,-0.004892,0.014901,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,multi_agent,25,3.367665,7.63377,3.348184,7.597211,-0.004812,-0.27809,-0.005869,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,multi_agent,50,5.511348,7.794749,5.511348,7.794749,0.0,0.0,0.0,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,multi_agent,100,7.882441,13.948632,7.877969,13.93978,-0.000635,-0.126308,0.002331,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,verified_t50,1,0.000636,0.000636,0.000636,0.000636,0.0,0.0,0.0,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,verified_t50,10,0.009675,0.023044,0.009847,0.023329,0.002851,-0.004892,0.014901,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,verified_t50,25,3.367665,7.63377,3.348184,7.597211,-0.004812,-0.27809,-0.005869,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,verified_t50,50,5.511348,7.794749,5.511348,7.794749,0.0,0.0,0.0,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,verified_t50,100,7.882441,13.948632,7.877969,13.93978,-0.000635,-0.126308,0.002331,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,verified_t100,1,0.000636,0.000636,0.000636,0.000636,0.0,0.0,0.0,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,verified_t100,10,0.009675,0.023044,0.009847,0.023329,0.002851,-0.004892,0.014901,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,verified_t100,25,3.367665,7.63377,3.348184,7.597211,-0.004812,-0.27809,-0.005869,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,verified_t100,50,5.511348,7.794749,5.511348,7.794749,0.0,0.0,0.0,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,verified_t100,100,7.882441,13.948632,7.877969,13.93978,-0.000635,-0.126308,0.002331,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,metric,1,0.000636,0.000636,0.000636,0.000636,0.0,0.0,0.0,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,metric,10,0.009675,0.023044,0.009847,0.023329,0.002851,-0.004892,0.014901,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,metric,25,3.367665,7.63377,3.348184,7.597211,-0.004812,-0.27809,-0.005869,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,metric,50,5.511348,7.794749,5.511348,7.794749,0.0,0.0,0.0,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim,metric,100,7.882441,13.948632,7.877969,13.93978,-0.000635,-0.126308,0.002331,8,0.072679,0.235276,0.075,0.075,0.812859
topk_goal_diagnostic_v2,tgsim_i90,all,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,all,10,0.184844,0.369862,0.183886,0.368381,-0.004022,-0.021167,0.009573,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,all,25,0.613011,1.444471,0.604443,1.430183,-0.00999,-0.014106,-0.004264,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,all,50,1.79354,4.576153,1.764847,4.52605,-0.01107,-0.017642,0.002144,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,all,100,5.171495,12.66564,5.167149,12.629881,-0.002831,-0.013532,0.008244,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,hard,1,0.055009,0.055009,0.055009,0.055009,0.0,0.0,0.0,2,0.540459,0.679963,0.7,0.3,1.799074
topk_goal_diagnostic_v2,tgsim_i90,hard,10,0.234924,0.442293,0.23601,0.444763,0.005554,0.00078,0.015822,2,0.540459,0.679963,0.7,0.3,1.799074
topk_goal_diagnostic_v2,tgsim_i90,hard,25,0.71553,1.652804,0.7099,1.641304,-0.007006,-0.010129,-0.001552,2,0.540459,0.679963,0.7,0.3,1.799074
topk_goal_diagnostic_v2,tgsim_i90,hard,50,2.060322,5.243885,2.017962,5.157442,-0.016761,-0.018252,-0.014698,2,0.540459,0.679963,0.7,0.3,1.799074
topk_goal_diagnostic_v2,tgsim_i90,hard,100,5.928488,14.400452,5.893878,14.324951,-0.005271,-0.013276,0.000926,2,0.540459,0.679963,0.7,0.3,1.799074
topk_goal_diagnostic_v2,tgsim_i90,extreme,1,0.018304,0.018304,0.018304,0.018304,0.0,0.0,0.0,2,0.593672,0.778752,0.8,0.0,1.674489
topk_goal_diagnostic_v2,tgsim_i90,extreme,10,0.134764,0.297432,0.131762,0.291998,-0.018606,-0.028483,-0.009174,2,0.593672,0.778752,0.8,0.0,1.674489
topk_goal_diagnostic_v2,tgsim_i90,extreme,25,0.510492,1.236139,0.498986,1.219062,-0.014008,-0.015431,-0.012403,2,0.593672,0.778752,0.8,0.0,1.674489
topk_goal_diagnostic_v2,tgsim_i90,extreme,50,1.526759,3.908421,1.511733,3.894658,-0.003534,-0.017032,0.008943,2,0.593672,0.778752,0.8,0.0,1.674489
topk_goal_diagnostic_v2,tgsim_i90,extreme,100,4.414503,10.930827,4.44042,10.934811,0.000364,-0.013788,0.015417,2,0.593672,0.778752,0.8,0.0,1.674489
topk_goal_diagnostic_v2,tgsim_i90,baseline_failure,1,0.01938,0.01938,0.01938,0.01938,0.0,0.0,0.0,3,0.596297,0.784373,0.8,0.0,1.675639
topk_goal_diagnostic_v2,tgsim_i90,baseline_failure,10,0.137098,0.290898,0.135716,0.288765,-0.007387,-0.028483,0.015822,3,0.596297,0.784373,0.8,0.0,1.675639
topk_goal_diagnostic_v2,tgsim_i90,baseline_failure,25,0.502586,1.223088,0.49422,1.211085,-0.009911,-0.015431,-0.001552,3,0.596297,0.784373,0.8,0.0,1.675639
topk_goal_diagnostic_v2,tgsim_i90,baseline_failure,50,1.552755,4.069425,1.531592,4.039046,-0.007521,-0.017032,0.008943,3,0.596297,0.784373,0.8,0.0,1.675639
topk_goal_diagnostic_v2,tgsim_i90,baseline_failure,100,4.647862,11.509539,4.637173,11.456875,-0.004597,-0.013788,0.015417,3,0.596297,0.784373,0.8,0.0,1.675639
topk_goal_diagnostic_v2,tgsim_i90,hardbench,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,hardbench,10,0.184844,0.369862,0.183886,0.368381,-0.004022,-0.021167,0.009573,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,hardbench,25,0.613011,1.444471,0.604443,1.430183,-0.00999,-0.014106,-0.004264,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,hardbench,50,1.79354,4.576153,1.764847,4.52605,-0.01107,-0.017642,0.002144,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,hardbench,100,5.171495,12.66564,5.167149,12.629881,-0.002831,-0.013532,0.008244,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,traffic,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,traffic,10,0.184844,0.369862,0.183886,0.368381,-0.004022,-0.021167,0.009573,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,traffic,25,0.613011,1.444471,0.604443,1.430183,-0.00999,-0.014106,-0.004264,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,traffic,50,1.79354,4.576153,1.764847,4.52605,-0.01107,-0.017642,0.002144,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,traffic,100,5.171495,12.66564,5.167149,12.629881,-0.002831,-0.013532,0.008244,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,inferred_only,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,inferred_only,10,0.184844,0.369862,0.183886,0.368381,-0.004022,-0.021167,0.009573,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,inferred_only,25,0.613011,1.444471,0.604443,1.430183,-0.00999,-0.014106,-0.004264,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,inferred_only,50,1.79354,4.576153,1.764847,4.52605,-0.01107,-0.017642,0.002144,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,inferred_only,100,5.171495,12.66564,5.167149,12.629881,-0.002831,-0.013532,0.008244,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,multi_agent,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,multi_agent,10,0.184844,0.369862,0.183886,0.368381,-0.004022,-0.021167,0.009573,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,multi_agent,25,0.613011,1.444471,0.604443,1.430183,-0.00999,-0.014106,-0.004264,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,multi_agent,50,1.79354,4.576153,1.764847,4.52605,-0.01107,-0.017642,0.002144,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,multi_agent,100,5.171495,12.66564,5.167149,12.629881,-0.002831,-0.013532,0.008244,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,verified_t50,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,verified_t50,10,0.184844,0.369862,0.183886,0.368381,-0.004022,-0.021167,0.009573,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,verified_t50,25,0.613011,1.444471,0.604443,1.430183,-0.00999,-0.014106,-0.004264,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,verified_t50,50,1.79354,4.576153,1.764847,4.52605,-0.01107,-0.017642,0.002144,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,verified_t50,100,5.171495,12.66564,5.167149,12.629881,-0.002831,-0.013532,0.008244,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,verified_t100,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,verified_t100,10,0.184844,0.369862,0.183886,0.368381,-0.004022,-0.021167,0.009573,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,verified_t100,25,0.613011,1.444471,0.604443,1.430183,-0.00999,-0.014106,-0.004264,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,verified_t100,50,1.79354,4.576153,1.764847,4.52605,-0.01107,-0.017642,0.002144,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,verified_t100,100,5.171495,12.66564,5.167149,12.629881,-0.002831,-0.013532,0.008244,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,metric,1,0.036656,0.036656,0.036656,0.036656,0.0,0.0,0.0,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,metric,10,0.184844,0.369862,0.183886,0.368381,-0.004022,-0.021167,0.009573,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,metric,25,0.613011,1.444471,0.604443,1.430183,-0.00999,-0.014106,-0.004264,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,metric,50,1.79354,4.576153,1.764847,4.52605,-0.01107,-0.017642,0.002144,4,0.567066,0.729358,0.75,0.15,1.736782
topk_goal_diagnostic_v2,tgsim_i90,metric,100,5.171495,12.66564,5.167149,12.629881,-0.002831,-0.013532,0.008244,4,0.567066,0.729358,0.75,0.15,1.736782
