model,dataset,subset,horizon,FDE,baseline_FDE,improvement,ADE,episodes,alpha,intervention,residual,physical_validity
per_agent_interaction_only,aerialmpt,ge5,1,0.634811,0.514499,-0.233842,0.634811,8,0.9246,1.0,0.969059,1.0
per_agent_interaction_only,aerialmpt,ge5,5,2.847836,2.735528,-0.041055,1.627211,8,0.9246,1.0,0.969059,0.9625
per_agent_interaction_only,aerialmpt,pixel_space,1,0.634811,0.514499,-0.233842,0.634811,8,0.9246,1.0,0.969059,1.0
per_agent_interaction_only,aerialmpt,pixel_space,5,2.847836,2.735528,-0.041055,1.627211,8,0.9246,1.0,0.969059,0.9625
per_agent_interaction_only,eth_ucy,all,1,0.789101,0.789101,0.0,0.789101,31,0.05684,0.301075,0.425547,1.0
per_agent_interaction_only,eth_ucy,all,5,2.730581,2.732957,0.00087,1.793829,31,0.05684,0.301075,0.425547,0.935484
per_agent_interaction_only,eth_ucy,all,10,5.167094,5.17126,0.000806,3.019255,31,0.05684,0.301075,0.425547,0.923387
per_agent_interaction_only,eth_ucy,hard,1,0.865988,0.865988,0.0,0.865988,28,0.056409,0.297619,0.411319,1.0
per_agent_interaction_only,eth_ucy,hard,5,2.797433,2.799948,0.000898,1.818649,28,0.056409,0.297619,0.411319,0.928571
per_agent_interaction_only,eth_ucy,hard,10,5.373992,5.378648,0.000866,3.084113,28,0.056409,0.297619,0.411319,0.915179
per_agent_interaction_only,eth_ucy,baseline_failure,1,0.78607,0.78607,0.0,0.78607,26,0.055157,0.294872,0.431212,1.0
per_agent_interaction_only,eth_ucy,baseline_failure,5,2.932467,2.93439,0.000655,1.898855,26,0.055157,0.294872,0.431212,0.938462
per_agent_interaction_only,eth_ucy,baseline_failure,10,5.348081,5.352848,0.00089,3.19061,26,0.055157,0.294872,0.431212,0.939423
per_agent_interaction_only,eth_ucy,goalbench_official,1,0.789101,0.789101,0.0,0.789101,31,0.05684,0.301075,0.425547,1.0
per_agent_interaction_only,eth_ucy,goalbench_official,5,2.730581,2.732957,0.00087,1.793829,31,0.05684,0.301075,0.425547,0.935484
per_agent_interaction_only,eth_ucy,goalbench_official,10,5.167094,5.17126,0.000806,3.019255,31,0.05684,0.301075,0.425547,0.923387
per_agent_interaction_only,eth_ucy,silver,1,0.789101,0.789101,0.0,0.789101,31,0.05684,0.301075,0.425547,1.0
per_agent_interaction_only,eth_ucy,silver,5,2.730581,2.732957,0.00087,1.793829,31,0.05684,0.301075,0.425547,0.935484
per_agent_interaction_only,eth_ucy,silver,10,5.167094,5.17126,0.000806,3.019255,31,0.05684,0.301075,0.425547,0.923387
per_agent_interaction_only,eth_ucy,ge2,1,0.789101,0.789101,0.0,0.789101,31,0.05684,0.301075,0.425547,1.0
per_agent_interaction_only,eth_ucy,ge2,5,2.730581,2.732957,0.00087,1.793829,31,0.05684,0.301075,0.425547,0.935484
per_agent_interaction_only,eth_ucy,ge2,10,5.167094,5.17126,0.000806,3.019255,31,0.05684,0.301075,0.425547,0.923387
per_agent_interaction_only,eth_ucy,ge5,1,1.045163,1.045163,0.0,1.045163,21,0.060594,0.31746,0.431123,1.0
per_agent_interaction_only,eth_ucy,ge5,5,2.752854,2.759664,0.002467,1.99861,21,0.060594,0.31746,0.431123,0.904762
per_agent_interaction_only,eth_ucy,ge5,10,5.164025,5.169275,0.001016,3.227854,21,0.060594,0.31746,0.431123,0.886905
per_agent_interaction_only,eth_ucy,pedestrian_drone,1,0.789101,0.789101,0.0,0.789101,31,0.05684,0.301075,0.425547,1.0
per_agent_interaction_only,eth_ucy,pedestrian_drone,5,2.730581,2.732957,0.00087,1.793829,31,0.05684,0.301075,0.425547,0.935484
per_agent_interaction_only,eth_ucy,pedestrian_drone,10,5.167094,5.17126,0.000806,3.019255,31,0.05684,0.301075,0.425547,0.923387
per_agent_interaction_only,eth_ucy_ewap,all,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.379774,1.0
per_agent_interaction_only,eth_ucy_ewap,all,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.379774,0.936875
per_agent_interaction_only,eth_ucy_ewap,all,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.379774,0.946116
per_agent_interaction_only,eth_ucy_ewap,all,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.379774,0.968713
per_agent_interaction_only,eth_ucy_ewap,all,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.379774,0.984239
per_agent_interaction_only,eth_ucy_ewap,all,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.379774,0.992403
per_agent_interaction_only,eth_ucy_ewap,hard,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.379774,1.0
per_agent_interaction_only,eth_ucy_ewap,hard,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.379774,0.936875
per_agent_interaction_only,eth_ucy_ewap,hard,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.379774,0.946116
per_agent_interaction_only,eth_ucy_ewap,hard,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.379774,0.968713
per_agent_interaction_only,eth_ucy_ewap,hard,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.379774,0.984239
per_agent_interaction_only,eth_ucy_ewap,hard,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.379774,0.992403
per_agent_interaction_only,eth_ucy_ewap,baseline_failure,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.379774,1.0
per_agent_interaction_only,eth_ucy_ewap,baseline_failure,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.379774,0.936875
per_agent_interaction_only,eth_ucy_ewap,baseline_failure,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.379774,0.946116
per_agent_interaction_only,eth_ucy_ewap,baseline_failure,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.379774,0.968713
per_agent_interaction_only,eth_ucy_ewap,baseline_failure,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.379774,0.984239
per_agent_interaction_only,eth_ucy_ewap,baseline_failure,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.379774,0.992403
per_agent_interaction_only,eth_ucy_ewap,goalbench_official,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.379774,1.0
per_agent_interaction_only,eth_ucy_ewap,goalbench_official,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.379774,0.936875
per_agent_interaction_only,eth_ucy_ewap,goalbench_official,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.379774,0.946116
per_agent_interaction_only,eth_ucy_ewap,goalbench_official,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.379774,0.968713
per_agent_interaction_only,eth_ucy_ewap,goalbench_official,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.379774,0.984239
per_agent_interaction_only,eth_ucy_ewap,goalbench_official,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.379774,0.992403
per_agent_interaction_only,eth_ucy_ewap,silver,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.379774,1.0
per_agent_interaction_only,eth_ucy_ewap,silver,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.379774,0.936875
per_agent_interaction_only,eth_ucy_ewap,silver,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.379774,0.946116
per_agent_interaction_only,eth_ucy_ewap,silver,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.379774,0.968713
per_agent_interaction_only,eth_ucy_ewap,silver,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.379774,0.984239
per_agent_interaction_only,eth_ucy_ewap,silver,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.379774,0.992403
per_agent_interaction_only,eth_ucy_ewap,ge2,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.379774,1.0
per_agent_interaction_only,eth_ucy_ewap,ge2,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.379774,0.936875
per_agent_interaction_only,eth_ucy_ewap,ge2,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.379774,0.946116
per_agent_interaction_only,eth_ucy_ewap,ge2,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.379774,0.968713
per_agent_interaction_only,eth_ucy_ewap,ge2,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.379774,0.984239
per_agent_interaction_only,eth_ucy_ewap,ge2,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.379774,0.992403
per_agent_interaction_only,eth_ucy_ewap,ge5,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.379774,1.0
per_agent_interaction_only,eth_ucy_ewap,ge5,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.379774,0.936875
per_agent_interaction_only,eth_ucy_ewap,ge5,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.379774,0.946116
per_agent_interaction_only,eth_ucy_ewap,ge5,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.379774,0.968713
per_agent_interaction_only,eth_ucy_ewap,ge5,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.379774,0.984239
per_agent_interaction_only,eth_ucy_ewap,ge5,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.379774,0.992403
per_agent_interaction_only,eth_ucy_ewap,metric,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.379774,1.0
per_agent_interaction_only,eth_ucy_ewap,metric,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.379774,0.936875
per_agent_interaction_only,eth_ucy_ewap,metric,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.379774,0.946116
per_agent_interaction_only,eth_ucy_ewap,metric,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.379774,0.968713
per_agent_interaction_only,eth_ucy_ewap,metric,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.379774,0.984239
per_agent_interaction_only,eth_ucy_ewap,metric,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.379774,0.992403
per_agent_interaction_only,trajnet,all,1,1.434227,1.434547,0.000224,1.434227,30,0.399617,1.0,0.23588,1.0
per_agent_interaction_only,trajnet,all,5,10.365696,10.375013,0.000898,6.433402,30,0.399617,1.0,0.23588,0.893333
per_agent_interaction_only,trajnet,all,10,20.759804,20.771859,0.00058,11.606304,30,0.399617,1.0,0.23588,0.916667
per_agent_interaction_only,trajnet,hard,1,1.434227,1.434547,0.000224,1.434227,30,0.399617,1.0,0.23588,1.0
per_agent_interaction_only,trajnet,hard,5,10.365696,10.375013,0.000898,6.433402,30,0.399617,1.0,0.23588,0.893333
per_agent_interaction_only,trajnet,hard,10,20.759804,20.771859,0.00058,11.606304,30,0.399617,1.0,0.23588,0.916667
per_agent_interaction_only,trajnet,baseline_failure,1,1.35586,1.35613,0.000199,1.35586,25,0.399617,1.0,0.240895,1.0
per_agent_interaction_only,trajnet,baseline_failure,5,10.388195,10.398949,0.001034,6.366587,25,0.399617,1.0,0.240895,0.912
per_agent_interaction_only,trajnet,baseline_failure,10,21.114919,21.131931,0.000805,11.751073,25,0.399617,1.0,0.240895,0.936
per_agent_interaction_only,trajnet,goalbench_official,1,1.434227,1.434547,0.000224,1.434227,30,0.399617,1.0,0.23588,1.0
per_agent_interaction_only,trajnet,goalbench_official,5,10.365696,10.375013,0.000898,6.433402,30,0.399617,1.0,0.23588,0.893333
per_agent_interaction_only,trajnet,goalbench_official,10,20.759804,20.771859,0.00058,11.606304,30,0.399617,1.0,0.23588,0.916667
per_agent_interaction_only,trajnet,silver,1,1.434227,1.434547,0.000224,1.434227,30,0.399617,1.0,0.23588,1.0
per_agent_interaction_only,trajnet,silver,5,10.365696,10.375013,0.000898,6.433402,30,0.399617,1.0,0.23588,0.893333
per_agent_interaction_only,trajnet,silver,10,20.759804,20.771859,0.00058,11.606304,30,0.399617,1.0,0.23588,0.916667
per_agent_interaction_only,trajnet,ge2,1,1.434227,1.434547,0.000224,1.434227,30,0.399617,1.0,0.23588,1.0
per_agent_interaction_only,trajnet,ge2,5,10.365696,10.375013,0.000898,6.433402,30,0.399617,1.0,0.23588,0.893333
per_agent_interaction_only,trajnet,ge2,10,20.759804,20.771859,0.00058,11.606304,30,0.399617,1.0,0.23588,0.916667
per_agent_interaction_only,trajnet,ge5,1,1.434227,1.434547,0.000224,1.434227,30,0.399617,1.0,0.23588,1.0
per_agent_interaction_only,trajnet,ge5,5,10.365696,10.375013,0.000898,6.433402,30,0.399617,1.0,0.23588,0.893333
per_agent_interaction_only,trajnet,ge5,10,20.759804,20.771859,0.00058,11.606304,30,0.399617,1.0,0.23588,0.916667
per_agent_interaction_only,trajnet,pedestrian_drone,1,1.434227,1.434547,0.000224,1.434227,30,0.399617,1.0,0.23588,1.0
per_agent_interaction_only,trajnet,pedestrian_drone,5,10.365696,10.375013,0.000898,6.433402,30,0.399617,1.0,0.23588,0.893333
per_agent_interaction_only,trajnet,pedestrian_drone,10,20.759804,20.771859,0.00058,11.606304,30,0.399617,1.0,0.23588,0.916667
per_agent_scene_goal,aerialmpt,all,1,0.54465,0.514499,-0.058601,0.54465,8,1.0,1.0,0.808433,1.0
per_agent_scene_goal,aerialmpt,all,5,2.764931,2.735528,-0.010749,1.571915,8,1.0,1.0,0.808433,0.9625
per_agent_scene_goal,aerialmpt,hard,1,0.54465,0.514499,-0.058601,0.54465,8,1.0,1.0,0.808433,1.0
per_agent_scene_goal,aerialmpt,hard,5,2.764931,2.735528,-0.010749,1.571915,8,1.0,1.0,0.808433,0.9625
per_agent_scene_goal,aerialmpt,baseline_failure,1,0.54465,0.514499,-0.058601,0.54465,8,1.0,1.0,0.808433,1.0
per_agent_scene_goal,aerialmpt,baseline_failure,5,2.764931,2.735528,-0.010749,1.571915,8,1.0,1.0,0.808433,0.9625
per_agent_scene_goal,aerialmpt,goalbench_official,1,0.54465,0.514499,-0.058601,0.54465,8,1.0,1.0,0.808433,1.0
per_agent_scene_goal,aerialmpt,goalbench_official,5,2.764931,2.735528,-0.010749,1.571915,8,1.0,1.0,0.808433,0.9625
per_agent_scene_goal,aerialmpt,silver,1,0.54465,0.514499,-0.058601,0.54465,8,1.0,1.0,0.808433,1.0
per_agent_scene_goal,aerialmpt,silver,5,2.764931,2.735528,-0.010749,1.571915,8,1.0,1.0,0.808433,0.9625
per_agent_scene_goal,aerialmpt,ge2,1,0.54465,0.514499,-0.058601,0.54465,8,1.0,1.0,0.808433,1.0
per_agent_scene_goal,aerialmpt,ge2,5,2.764931,2.735528,-0.010749,1.571915,8,1.0,1.0,0.808433,0.9625
per_agent_scene_goal,aerialmpt,ge5,1,0.54465,0.514499,-0.058601,0.54465,8,1.0,1.0,0.808433,1.0
per_agent_scene_goal,aerialmpt,ge5,5,2.764931,2.735528,-0.010749,1.571915,8,1.0,1.0,0.808433,0.9625
per_agent_scene_goal,aerialmpt,pixel_space,1,0.54465,0.514499,-0.058601,0.54465,8,1.0,1.0,0.808433,1.0
per_agent_scene_goal,aerialmpt,pixel_space,5,2.764931,2.735528,-0.010749,1.571915,8,1.0,1.0,0.808433,0.9625
per_agent_scene_goal,eth_ucy,all,1,0.78902,0.789101,0.000104,0.78902,31,0.225367,0.569892,0.40119,1.0
per_agent_scene_goal,eth_ucy,all,5,2.727228,2.732957,0.002096,1.794449,31,0.225367,0.569892,0.40119,0.896774
per_agent_scene_goal,eth_ucy,all,10,5.193296,5.17126,-0.004261,3.034221,31,0.225367,0.569892,0.40119,0.895968
per_agent_scene_goal,eth_ucy,hard,1,0.865883,0.865988,0.000121,0.865883,28,0.220838,0.559524,0.406063,1.0
per_agent_scene_goal,eth_ucy,hard,5,2.79409,2.799948,0.002092,1.818946,28,0.220838,0.559524,0.406063,0.885714
per_agent_scene_goal,eth_ucy,hard,10,5.400889,5.378648,-0.004135,3.098226,28,0.220838,0.559524,0.406063,0.884821
per_agent_scene_goal,eth_ucy,baseline_failure,1,0.785994,0.78607,9.6e-05,0.785994,26,0.21769,0.551282,0.398795,1.0
per_agent_scene_goal,eth_ucy,baseline_failure,5,2.92848,2.93439,0.002014,1.899075,26,0.21769,0.551282,0.398795,0.919231
per_agent_scene_goal,eth_ucy,baseline_failure,10,5.380661,5.352848,-0.005196,3.208417,26,0.21769,0.551282,0.398795,0.9125
per_agent_scene_goal,eth_ucy,goalbench_official,1,0.78902,0.789101,0.000104,0.78902,31,0.225367,0.569892,0.40119,1.0
per_agent_scene_goal,eth_ucy,goalbench_official,5,2.727228,2.732957,0.002096,1.794449,31,0.225367,0.569892,0.40119,0.896774
per_agent_scene_goal,eth_ucy,goalbench_official,10,5.193296,5.17126,-0.004261,3.034221,31,0.225367,0.569892,0.40119,0.895968
per_agent_scene_goal,eth_ucy,silver,1,0.78902,0.789101,0.000104,0.78902,31,0.225367,0.569892,0.40119,1.0
per_agent_scene_goal,eth_ucy,silver,5,2.727228,2.732957,0.002096,1.794449,31,0.225367,0.569892,0.40119,0.896774
per_agent_scene_goal,eth_ucy,silver,10,5.193296,5.17126,-0.004261,3.034221,31,0.225367,0.569892,0.40119,0.895968
per_agent_scene_goal,eth_ucy,ge2,1,0.78902,0.789101,0.000104,0.78902,31,0.225367,0.569892,0.40119,1.0
per_agent_scene_goal,eth_ucy,ge2,5,2.727228,2.732957,0.002096,1.794449,31,0.225367,0.569892,0.40119,0.896774
per_agent_scene_goal,eth_ucy,ge2,10,5.193296,5.17126,-0.004261,3.034221,31,0.225367,0.569892,0.40119,0.895968
per_agent_scene_goal,eth_ucy,ge5,1,1.04507,1.045163,8.8e-05,1.04507,21,0.245618,0.619048,0.438091,1.0
per_agent_scene_goal,eth_ucy,ge5,5,2.746199,2.759664,0.004879,1.997687,21,0.245618,0.619048,0.438091,0.847619
per_agent_scene_goal,eth_ucy,ge5,10,5.155671,5.169275,0.002632,3.225762,21,0.245618,0.619048,0.438091,0.846429
per_agent_scene_goal,eth_ucy,pedestrian_drone,1,0.78902,0.789101,0.000104,0.78902,31,0.225367,0.569892,0.40119,1.0
per_agent_scene_goal,eth_ucy,pedestrian_drone,5,2.727228,2.732957,0.002096,1.794449,31,0.225367,0.569892,0.40119,0.896774
per_agent_scene_goal,eth_ucy,pedestrian_drone,10,5.193296,5.17126,-0.004261,3.034221,31,0.225367,0.569892,0.40119,0.895968
per_agent_scene_goal,eth_ucy_ewap,all,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.343332,1.0
per_agent_scene_goal,eth_ucy_ewap,all,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.343332,0.936875
per_agent_scene_goal,eth_ucy_ewap,all,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.343332,0.946116
per_agent_scene_goal,eth_ucy_ewap,all,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.343332,0.968713
per_agent_scene_goal,eth_ucy_ewap,all,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.343332,0.984239
per_agent_scene_goal,eth_ucy_ewap,all,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.343332,0.992403
per_agent_scene_goal,eth_ucy_ewap,hard,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.343332,1.0
per_agent_scene_goal,eth_ucy_ewap,hard,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.343332,0.936875
per_agent_scene_goal,eth_ucy_ewap,hard,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.343332,0.946116
per_agent_scene_goal,eth_ucy_ewap,hard,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.343332,0.968713
per_agent_scene_goal,eth_ucy_ewap,hard,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.343332,0.984239
per_agent_scene_goal,eth_ucy_ewap,hard,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.343332,0.992403
per_agent_scene_goal,eth_ucy_ewap,baseline_failure,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.343332,1.0
per_agent_scene_goal,eth_ucy_ewap,baseline_failure,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.343332,0.936875
per_agent_scene_goal,eth_ucy_ewap,baseline_failure,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.343332,0.946116
per_agent_scene_goal,eth_ucy_ewap,baseline_failure,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.343332,0.968713
per_agent_scene_goal,eth_ucy_ewap,baseline_failure,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.343332,0.984239
per_agent_scene_goal,eth_ucy_ewap,baseline_failure,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.343332,0.992403
per_agent_scene_goal,eth_ucy_ewap,goalbench_official,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.343332,1.0
per_agent_scene_goal,eth_ucy_ewap,goalbench_official,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.343332,0.936875
per_agent_scene_goal,eth_ucy_ewap,goalbench_official,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.343332,0.946116
per_agent_scene_goal,eth_ucy_ewap,goalbench_official,25,4.360079,4.360079,0.0,3.572197,160,0.0,0.0,0.343332,0.968713
per_agent_scene_goal,eth_ucy_ewap,goalbench_official,50,4.884364,4.884364,0.0,4.164947,160,0.0,0.0,0.343332,0.984239
per_agent_scene_goal,eth_ucy_ewap,goalbench_official,100,5.460224,5.460224,0.0,4.692049,160,0.0,0.0,0.343332,0.992403
per_agent_scene_goal,eth_ucy_ewap,silver,1,0.618865,0.618865,0.0,0.618865,160,0.0,0.0,0.343332,1.0
per_agent_scene_goal,eth_ucy_ewap,silver,5,2.51635,2.51635,0.0,1.701286,160,0.0,0.0,0.343332,0.936875
per_agent_scene_goal,eth_ucy_ewap,silver,10,3.678802,3.678802,0.0,2.544834,160,0.0,0.0,0.343332,0.946116
