model,dataset,subset,horizon,ADE,FDE,baseline_ADE,baseline_FDE,improvement,ci_low,ci_high,episodes,alpha_mean,failure_prob,intervention_rate,false_intervention_rate,residual_mag
scene_only_residual,tgsim,hard,50,1.948713,5.20694,1.936726,5.18891,-0.003475,-0.006128,0.270118,2,0.0082,0.351024,0.0,0.0,1.457624
scene_only_residual,tgsim,hard,100,5.254347,11.995052,5.254347,11.995052,0.0,0.0,0.0,2,0.0082,0.351024,0.0,0.0,1.457624
scene_only_residual,tgsim,baseline_failure,1,0.004669,0.004669,0.004669,0.004669,0.0,,,1,0.0082,0.600398,0.0,0.0,1.680111
scene_only_residual,tgsim,baseline_failure,10,0.160019,0.418328,0.159947,0.418199,-0.00031,,,1,0.0082,0.600398,0.0,0.0,1.680111
scene_only_residual,tgsim,baseline_failure,25,1.010747,2.98146,0.998028,2.956981,-0.008279,,,1,0.0082,0.600398,0.0,0.0,1.680111
scene_only_residual,tgsim,baseline_failure,50,3.879178,10.355452,3.847094,10.292379,-0.006128,,,1,0.0082,0.600398,0.0,0.0,1.680111
scene_only_residual,tgsim,baseline_failure,100,10.089779,20.967461,10.089779,20.967461,0.0,,,1,0.0082,0.600398,0.0,0.0,1.680111
scene_only_residual,tgsim,traffic,1,0.001326,0.001326,0.001326,0.001326,0.0,0.0,0.0,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,traffic,10,0.043015,0.112071,0.042997,0.112008,-0.000563,-0.001178,0.000599,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,traffic,25,0.26186,0.762301,0.257363,0.75285,-0.012554,-0.059953,-0.009544,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,traffic,50,0.995132,2.652456,0.982001,2.62938,-0.008776,-0.24734,0.153568,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,traffic,100,2.659638,6.062032,2.659638,6.062032,0.0,0.0,0.0,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,verified_t50,1,0.001326,0.001326,0.001326,0.001326,0.0,0.0,0.0,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,verified_t50,10,0.043015,0.112071,0.042997,0.112008,-0.000563,-0.001178,0.000599,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,verified_t50,25,0.26186,0.762301,0.257363,0.75285,-0.012554,-0.059953,-0.009544,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,verified_t50,50,0.995132,2.652456,0.982001,2.62938,-0.008776,-0.24734,0.153568,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,verified_t50,100,2.659638,6.062032,2.659638,6.062032,0.0,0.0,0.0,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,verified_t100,1,0.001326,0.001326,0.001326,0.001326,0.0,0.0,0.0,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,verified_t100,10,0.043015,0.112071,0.042997,0.112008,-0.000563,-0.001178,0.000599,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,verified_t100,25,0.26186,0.762301,0.257363,0.75285,-0.012554,-0.059953,-0.009544,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,verified_t100,50,0.995132,2.652456,0.982001,2.62938,-0.008776,-0.24734,0.153568,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,verified_t100,100,2.659638,6.062032,2.659638,6.062032,0.0,0.0,0.0,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,scene_grounded,1,0.001326,0.001326,0.001326,0.001326,0.0,0.0,0.0,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,scene_grounded,10,0.043015,0.112071,0.042997,0.112008,-0.000563,-0.001178,0.000599,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,scene_grounded,25,0.26186,0.762301,0.257363,0.75285,-0.012554,-0.059953,-0.009544,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,scene_grounded,50,0.995132,2.652456,0.982001,2.62938,-0.008776,-0.24734,0.153568,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim,scene_grounded,100,2.659638,6.062032,2.659638,6.062032,0.0,0.0,0.0,4,0.0082,0.212538,0.0,0.0,1.350299
scene_only_residual,tgsim_i90,all,1,0.006646,0.006646,0.006646,0.006646,0.0,0.0,0.0,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,all,10,0.10901,0.269494,0.11102,0.273352,0.014115,-0.002944,0.020297,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,all,25,0.508738,1.432799,0.593701,1.598133,0.103454,-0.117265,0.213,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,all,50,1.447146,3.646423,1.863436,4.548539,0.198331,-0.261013,0.616335,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,all,100,4.113877,10.40928,4.693825,10.327657,-0.007903,-0.347336,0.178627,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,hard,1,0.005737,0.005737,0.005737,0.005737,0.0,,,1,0.398127,0.554124,0.6,0.0,2.434226
scene_only_residual,tgsim_i90,hard,10,0.087621,0.219244,0.089575,0.222759,0.015781,,,1,0.398127,0.554124,0.6,0.0,2.434226
scene_only_residual,tgsim_i90,hard,25,0.355915,1.163541,0.507399,1.470148,0.208555,,,1,0.398127,0.554124,0.6,0.0,2.434226
scene_only_residual,tgsim_i90,hard,50,0.590779,1.516658,1.74692,4.008431,0.621633,,,1,0.398127,0.554124,0.6,0.0,2.434226
scene_only_residual,tgsim_i90,hard,100,1.768416,4.246666,3.376514,6.388728,0.335288,,,1,0.398127,0.554124,0.6,0.0,2.434226
scene_only_residual,tgsim_i90,extreme,1,0.006827,0.006827,0.006827,0.006827,0.0,0.0,0.0,5,0.327663,0.471458,0.6,0.12,1.882903
scene_only_residual,tgsim_i90,extreme,10,0.113288,0.279544,0.115309,0.283471,0.013853,-0.005345,0.020425,5,0.327663,0.471458,0.6,0.12,1.882903
scene_only_residual,tgsim_i90,extreme,25,0.539302,1.486651,0.610961,1.62373,0.084422,-0.159849,0.213929,5,0.327663,0.471458,0.6,0.12,1.882903
scene_only_residual,tgsim_i90,extreme,50,1.61842,4.072376,1.886739,4.656561,0.125454,-0.377299,0.616271,5,0.327663,0.471458,0.6,0.12,1.882903
scene_only_residual,tgsim_i90,extreme,100,4.582969,11.641803,4.957287,11.115443,-0.047354,-0.457757,0.104878,5,0.327663,0.471458,0.6,0.12,1.882903
scene_only_residual,tgsim_i90,baseline_failure,1,0.005499,0.005499,0.005499,0.005499,0.0,0.0,0.0,5,0.336895,0.480225,0.6,0.0,1.836478
scene_only_residual,tgsim_i90,baseline_failure,10,0.088879,0.219913,0.090014,0.222019,0.009488,-0.005506,0.01767,5,0.336895,0.480225,0.6,0.0,1.836478
scene_only_residual,tgsim_i90,baseline_failure,25,0.473159,1.375514,0.522242,1.470105,0.064343,-0.166695,0.204593,5,0.336895,0.480225,0.6,0.0,1.836478
scene_only_residual,tgsim_i90,baseline_failure,50,1.631573,4.147878,1.803892,4.643147,0.106667,-0.377299,0.576729,5,0.336895,0.480225,0.6,0.0,1.836478
scene_only_residual,tgsim_i90,baseline_failure,100,4.535153,11.438377,5.039774,11.775393,0.02862,-0.05353,0.233104,5,0.336895,0.480225,0.6,0.0,1.836478
scene_only_residual,tgsim_i90,traffic,1,0.006646,0.006646,0.006646,0.006646,0.0,0.0,0.0,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,traffic,10,0.10901,0.269494,0.11102,0.273352,0.014115,-0.002944,0.020297,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,traffic,25,0.508738,1.432799,0.593701,1.598133,0.103454,-0.117265,0.213,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,traffic,50,1.447146,3.646423,1.863436,4.548539,0.198331,-0.261013,0.616335,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,traffic,100,4.113877,10.40928,4.693825,10.327657,-0.007903,-0.347336,0.178627,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,verified_t50,1,0.006646,0.006646,0.006646,0.006646,0.0,0.0,0.0,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,verified_t50,10,0.10901,0.269494,0.11102,0.273352,0.014115,-0.002944,0.020297,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,verified_t50,25,0.508738,1.432799,0.593701,1.598133,0.103454,-0.117265,0.213,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,verified_t50,50,1.447146,3.646423,1.863436,4.548539,0.198331,-0.261013,0.616335,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,verified_t50,100,4.113877,10.40928,4.693825,10.327657,-0.007903,-0.347336,0.178627,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,verified_t100,1,0.006646,0.006646,0.006646,0.006646,0.0,0.0,0.0,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,verified_t100,10,0.10901,0.269494,0.11102,0.273352,0.014115,-0.002944,0.020297,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,verified_t100,25,0.508738,1.432799,0.593701,1.598133,0.103454,-0.117265,0.213,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,verified_t100,50,1.447146,3.646423,1.863436,4.548539,0.198331,-0.261013,0.616335,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,verified_t100,100,4.113877,10.40928,4.693825,10.327657,-0.007903,-0.347336,0.178627,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,scene_grounded,1,0.006646,0.006646,0.006646,0.006646,0.0,0.0,0.0,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,scene_grounded,10,0.10901,0.269494,0.11102,0.273352,0.014115,-0.002944,0.020297,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,scene_grounded,25,0.508738,1.432799,0.593701,1.598133,0.103454,-0.117265,0.213,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,scene_grounded,50,1.447146,3.646423,1.863436,4.548539,0.198331,-0.261013,0.616335,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,tgsim_i90,scene_grounded,100,4.113877,10.40928,4.693825,10.327657,-0.007903,-0.347336,0.178627,6,0.339407,0.485235,0.6,0.1,1.97479
scene_only_residual,trajnet,all,1,0.075766,0.075766,0.059189,0.059189,-0.165772,-0.243112,-0.041389,7,0.05,0.378982,0.0,0.0,1.344838
scene_only_residual,trajnet,all,10,0.834905,1.445667,0.82033,1.434586,-0.007724,-0.179873,0.065072,7,0.05,0.378982,0.0,0.0,1.344838
scene_only_residual,trajnet,easy,1,0.039266,0.039266,0.019507,0.019507,-0.197599,-0.401714,0.006516,2,0.05,0.462353,0.0,0.0,1.762257
scene_only_residual,trajnet,easy,10,0.18083,0.242769,0.121791,0.18701,-0.298164,-0.436269,0.138363,2,0.05,0.462353,0.0,0.0,1.762257
scene_only_residual,trajnet,medium,1,0.003483,0.003483,0.0,0.0,-0.034834,,,1,0.05,0.008963,0.0,0.0,0.109636
scene_only_residual,trajnet,medium,10,0.015727,0.064967,0.013868,0.069338,0.043716,,,1,0.05,0.008963,0.0,0.0,0.109636
scene_only_residual,trajnet,hard,1,0.112087,0.112087,0.093828,0.093828,-0.182593,-0.240651,-0.035779,4,0.05,0.429802,0.0,0.0,1.444929
scene_only_residual,trajnet,hard,10,1.366737,2.392291,1.371215,2.399685,0.003082,-0.025077,0.020739,4,0.05,0.429802,0.0,0.0,1.444929
scene_only_residual,trajnet,baseline_failure,1,0.112087,0.112087,0.093828,0.093828,-0.182593,-0.240651,-0.035779,4,0.05,0.429802,0.0,0.0,1.444929
scene_only_residual,trajnet,baseline_failure,10,1.366737,2.392291,1.371215,2.399685,0.003082,-0.025077,0.020739,4,0.05,0.429802,0.0,0.0,1.444929
scene_only_residual,trajnet,pedestrian_drone,1,0.075766,0.075766,0.059189,0.059189,-0.165772,-0.243112,-0.041389,7,0.05,0.378982,0.0,0.0,1.344838
scene_only_residual,trajnet,pedestrian_drone,10,0.834905,1.445667,0.82033,1.434586,-0.007724,-0.179873,0.065072,7,0.05,0.378982,0.0,0.0,1.344838
scene_only_residual,trajnet,scene_grounded,1,0.075766,0.075766,0.059189,0.059189,-0.165772,-0.243112,-0.041389,7,0.05,0.378982,0.0,0.0,1.344838
scene_only_residual,trajnet,scene_grounded,10,0.834905,1.445667,0.82033,1.434586,-0.007724,-0.179873,0.065072,7,0.05,0.378982,0.0,0.0,1.344838
interaction_scalar_residual,eth_ucy,all,1,0.084168,0.084168,0.084168,0.084168,0.0,0.0,0.0,6,0.03987,0.092517,0.083333,0.083333,0.742199
interaction_scalar_residual,eth_ucy,all,10,0.374474,0.674653,0.395439,0.713643,0.054635,-0.061504,0.159591,6,0.03987,0.092517,0.083333,0.083333,0.742199
interaction_scalar_residual,eth_ucy,easy,1,0.0,0.0,0.0,0.0,0.0,,,1,0.009954,0.020408,0.0,0.0,0.186733
interaction_scalar_residual,eth_ucy,easy,10,0.003973,0.007224,0.0,0.0,-0.072244,,,1,0.009954,0.020408,0.0,0.0,0.186733
interaction_scalar_residual,eth_ucy,medium,1,0.012018,0.012018,0.012018,0.012018,0.0,0.0,0.0,3,0.063618,0.127737,0.166667,0.166667,0.296325
interaction_scalar_residual,eth_ucy,medium,10,0.118916,0.219185,0.144023,0.263202,0.167238,-0.090722,0.349466,3,0.063618,0.127737,0.166667,0.166667,0.296325
interaction_scalar_residual,eth_ucy,hard,1,0.234475,0.234475,0.234475,0.234475,0.0,0.0,0.0,2,0.019207,0.075743,0.0,0.0,1.688743
interaction_scalar_residual,eth_ucy,hard,10,0.943062,1.691571,0.970284,1.746128,0.031244,-0.036895,0.085979,2,0.019207,0.075743,0.0,0.0,1.688743
interaction_scalar_residual,eth_ucy,baseline_failure,1,0.234475,0.234475,0.234475,0.234475,0.0,0.0,0.0,2,0.019207,0.075743,0.0,0.0,1.688743
interaction_scalar_residual,eth_ucy,baseline_failure,10,0.943062,1.691571,0.970284,1.746128,0.031244,-0.036895,0.085979,2,0.019207,0.075743,0.0,0.0,1.688743
interaction_scalar_residual,eth_ucy,pedestrian_drone,1,0.084168,0.084168,0.084168,0.084168,0.0,0.0,0.0,6,0.03987,0.092517,0.083333,0.083333,0.742199
interaction_scalar_residual,eth_ucy,pedestrian_drone,10,0.374474,0.674653,0.395439,0.713643,0.054635,-0.061504,0.159591,6,0.03987,0.092517,0.083333,0.083333,0.742199
interaction_scalar_residual,eth_ucy,scene_grounded,1,0.084168,0.084168,0.084168,0.084168,0.0,0.0,0.0,6,0.03987,0.092517,0.083333,0.083333,0.742199
interaction_scalar_residual,eth_ucy,scene_grounded,10,0.374474,0.674653,0.395439,0.713643,0.054635,-0.061504,0.159591,6,0.03987,0.092517,0.083333,0.083333,0.742199
interaction_scalar_residual,tgsim,all,1,0.001326,0.001326,0.001326,0.001326,0.0,0.0,0.0,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,all,10,0.042997,0.112008,0.042997,0.112008,0.0,0.0,0.0,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,all,25,0.407253,1.040453,0.257363,0.75285,-0.382018,-0.300221,-0.027398,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,all,50,1.371922,3.395817,0.982001,2.62938,-0.29149,-0.260877,0.043674,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,all,100,2.678818,6.101541,2.659638,6.062032,-0.006517,-0.30249,-0.003042,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,medium,1,0.000224,0.000224,0.000224,0.000224,0.0,0.0,0.0,2,0.048565,0.052248,0.2,0.2,0.51225
interaction_scalar_residual,tgsim,medium,10,0.003985,0.010922,0.003985,0.010922,0.0,0.0,0.0,2,0.048565,0.052248,0.2,0.2,0.51225
interaction_scalar_residual,tgsim,medium,25,0.017823,0.028636,0.012411,0.019863,-0.087733,-0.123626,-0.05184,2,0.048565,0.052248,0.2,0.2,0.51225
interaction_scalar_residual,tgsim,medium,50,0.037039,0.092168,0.027277,0.069851,-0.223168,-0.213434,-0.159149,2,0.048565,0.052248,0.2,0.2,0.51225
interaction_scalar_residual,tgsim,medium,100,0.084957,0.169421,0.064928,0.129012,-0.313218,-0.402385,-0.161928,2,0.048565,0.052248,0.2,0.2,0.51225
interaction_scalar_residual,tgsim,hard,1,0.002428,0.002428,0.002428,0.002428,0.0,0.0,0.0,2,0.215999,0.310895,0.2,0.0,0.857081
interaction_scalar_residual,tgsim,hard,10,0.08201,0.213094,0.08201,0.213094,0.0,0.0,0.0,2,0.215999,0.310895,0.2,0.0,0.857081
interaction_scalar_residual,tgsim,hard,25,0.796683,2.05227,0.502315,1.485838,-0.38122,-0.383015,-0.002956,2,0.215999,0.310895,0.2,0.0,0.857081
interaction_scalar_residual,tgsim,hard,50,2.706805,6.699467,1.936726,5.18891,-0.291113,-0.294786,0.129377,2,0.215999,0.310895,0.2,0.0,0.857081
interaction_scalar_residual,tgsim,hard,100,5.27268,12.033661,5.254347,11.995052,-0.003219,-0.003278,-0.002805,2,0.215999,0.310895,0.2,0.0,0.857081
interaction_scalar_residual,tgsim,baseline_failure,1,0.004669,0.004669,0.004669,0.004669,0.0,,,1,0.403995,0.600386,0.4,0.0,1.576812
interaction_scalar_residual,tgsim,baseline_failure,10,0.159947,0.418199,0.159947,0.418199,0.0,,,1,0.403995,0.600386,0.4,0.0,1.576812
interaction_scalar_residual,tgsim,baseline_failure,25,1.586966,4.089549,0.998028,2.956981,-0.383015,,,1,0.403995,0.600386,0.4,0.0,1.576812
interaction_scalar_residual,tgsim,baseline_failure,50,5.392016,13.326431,3.847094,10.292379,-0.294786,,,1,0.403995,0.600386,0.4,0.0,1.576812
interaction_scalar_residual,tgsim,baseline_failure,100,10.125821,21.036198,10.089779,20.967461,-0.003278,,,1,0.403995,0.600386,0.4,0.0,1.576812
interaction_scalar_residual,tgsim,traffic,1,0.001326,0.001326,0.001326,0.001326,0.0,0.0,0.0,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,traffic,10,0.042997,0.112008,0.042997,0.112008,0.0,0.0,0.0,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,traffic,25,0.407253,1.040453,0.257363,0.75285,-0.382018,-0.300221,-0.027398,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,traffic,50,1.371922,3.395817,0.982001,2.62938,-0.29149,-0.260877,0.043674,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,traffic,100,2.678818,6.101541,2.659638,6.062032,-0.006517,-0.30249,-0.003042,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,verified_t50,1,0.001326,0.001326,0.001326,0.001326,0.0,0.0,0.0,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,verified_t50,10,0.042997,0.112008,0.042997,0.112008,0.0,0.0,0.0,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,verified_t50,25,0.407253,1.040453,0.257363,0.75285,-0.382018,-0.300221,-0.027398,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,verified_t50,50,1.371922,3.395817,0.982001,2.62938,-0.29149,-0.260877,0.043674,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,verified_t50,100,2.678818,6.101541,2.659638,6.062032,-0.006517,-0.30249,-0.003042,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,verified_t100,1,0.001326,0.001326,0.001326,0.001326,0.0,0.0,0.0,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,verified_t100,10,0.042997,0.112008,0.042997,0.112008,0.0,0.0,0.0,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,verified_t100,25,0.407253,1.040453,0.257363,0.75285,-0.382018,-0.300221,-0.027398,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,verified_t100,50,1.371922,3.395817,0.982001,2.62938,-0.29149,-0.260877,0.043674,4,0.132282,0.181571,0.2,0.1,0.684666
interaction_scalar_residual,tgsim,verified_t100,100,2.678818,6.101541,2.659638,6.062032,-0.006517,-0.30249,-0.003042,4,0.132282,0.181571,0.2,0.1,0.684666
